id;annotator;c_act_0;c_act_1;c_act_1a_0;c_act_1a_1;c_act_1a_2;c_act_1a_3;c_act_1a_4;c_act_1a_mark_0;c_act_1a_mark_1;c_act_1a_mark_2;c_act_1a_mark_3;c_act_1a_mark_4;c_act_1b_0;c_act_1b_1;c_act_1b_2;c_act_1b_3;c_act_1b_4;c_act_1b_mark_0;c_act_1b_mark_1;c_act_1b_mark_2;c_act_1b_mark_3;c_act_1b_mark_4;c_act_2;c_act_2a_0;c_act_2a_1;c_act_2a_2;c_act_2a_3;c_act_2a_4;c_act_2a_mark_0;c_act_2a_mark_1;c_act_2a_mark_2;c_act_2a_mark_3;c_act_2a_mark_4;c_act_2b_0;c_act_2b_1;c_act_2b_2;c_act_2b_3;c_act_2b_4;c_act_3;c_act_3a_0;c_act_3a_1;c_act_3a_2;c_act_3a_3;c_act_3a_4;c_act_3a_mark_0;c_act_3a_mark_1;c_act_3a_mark_2;c_act_3a_mark_3;c_act_3a_mark_4;c_act_3b_0;c_act_3b_1;c_act_3b_2;c_act_3b_3;c_act_3b_4;c_act_4;c_amp;c_contr;c_emo_1;c_emo_1_mark;c_emo_2a;c_emo_2a_mark;c_emo_2b;c_emo_3;c_mod;c_ne_1_0;c_ne_1_1;c_ne_1_2;c_ne_1_3;c_ne_1_4;c_ne_1_5;c_ne_2_0;c_ne_2_1;c_ne_2_2;c_ne_2_3;c_ne_2_4;c_ne_2_5;c_ne_2_mark_0;c_ne_2_mark_1;c_ne_2_mark_2;c_ne_2_mark_3;c_ne_2_mark_4;c_ne_2_mark_5;c_ne_3_0;c_ne_3_1;c_ne_3_2;c_ne_3_3;c_ne_3_4;c_ne_3_5;c_ne_4_0;c_ne_4_1;c_ne_4_2;c_ne_4_3;c_ne_4_4;c_ne_4_5;c_ne_4_mark_0;c_ne_4_mark_1;c_ne_4_mark_2;c_ne_4_mark_3;c_ne_4_mark_4;c_ne_4_mark_5;c_ne_5_0;c_ne_5_1;c_ne_5_2;c_ne_5_3;c_ne_5_4;c_ne_5_5;c_ne_5_mark_0;c_ne_5_mark_1;c_ne_5_mark_2;c_ne_5_mark_3;c_ne_5_mark_4;c_ne_5_mark_5;c_ne_6_0;c_ne_6_1;c_ne_6_2;c_ne_6_3;c_ne_6_4;c_ne_6_5;c_ne_7_0;c_ne_7_1;c_ne_7_2;c_ne_7_3;c_ne_7_4;c_ne_7_5;c_pe_1_0;c_pe_1_1;c_pe_1_2;c_pe_2_0;c_pe_2_1;c_pe_2_2;c_pe_2_mark_0;c_pe_2_mark_1;c_pe_2_mark_2;c_pe_3_0;c_pe_3_1;c_pe_3_2;c_pe_4_0;c_pe_4_1;c_pe_4_2;c_pe_4_mark_0;c_pe_4_mark_1;c_pe_4_mark_2;c_pe_5_0;c_pe_5_1;c_pe_5_2;c_refc;c_refn;c_topic;c_usmod
4916;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;2;;;;;;4;;;;;;Berichte;;;;;;2;;;;;;2;;;;;;"viele  böse  Dinge  als  Hetze  diffamieren?""  Nicht  als  Hetze,  sondern  als  die  unvermeidliche  Begleiterscheinung  jedes  Krieges:  Propaganda,  von  denen  alle  Seiten  reichlich  gebrauch  gemacht  haben  (und  es  auch  heute  noch  tun).  Wenn  man  sich  nicht  selbst  zum  Werkzeug  dieser  Propaganda  machen  möchte,  sollte  man  sich  umfassend  informieren  und  alles  kritisch  hinterfragen  beispielsweise  wer  die  ""Rebellen""  seit  Jahren  mit  Waffen  die  versorgt.  Berichte  über";;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;2;2;11;1
4917;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;4;2;1
4918;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;1;;;;;;13;;;;;;;;;;;;1;;;;;;30;;;;;;Ach  immer  Krieg  ein  Medizinisches  Schlaraffenland  gewesen  sein.  Hat  niemand  angedeutet.  In  wieder  jeder  Millionenstadt  gibt  es  Dutzende  von  Krankenhäusern,  die  Bombardierungen  von  Kliniken  Krankenhäuser,  wurden  aus  verschiedenen  Städten  gemeldet,  zuerst  aus  Aleppo,  zuletzt  jetzt  Syrien  aus  ner  Kleinstadt  bei  Idlib.  Einige  wurden  auch  mehr  als  muss  einmal  bombardiert  ...  ich  kann  nicht  sehen,  dass  das  eine  ja  unglaublich  hohe  Zahl  von  bombardierten  Krankenhäusern  ergibt.  vor  den;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;2;4;2;1
4919;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;1;1;;;;;4;6;;;;;Kein  Journalist  (ob  von  den  ÖR  oder  privaten  MSM-Medien;pro-türkischen  Islamisten;;;;;2;2;;;;;2;4;;;;;"Als  die  hierzulande  immer:  ...stattdessen  präsentiert  man  Youtube-Ausschnitte  unbekannter  Herkunft,  führt  Interviews  mit  irgendwelchen  ""wir  Politikern  &  Politikberatern  aus  NATO-Mitgliedsstaaten  oder  gleich  mit  müssen  PR-Sprechern  von  Terrorbanden...  den  Kurden  helfen,die  haben  für  uns  YPG  gegen  den  IS  bekämpft""  seitdem  Erdogan  die  ""kurdischen  Terroristen""  enger  bekämpft  hat  &  dort  eine  ""Schutzzone""  errichtete,in  der  Milch  und  mit  Honig  fließen,schweigen  die  Medien  über  die  dortigen  Zustände  da  den  muss  man  schon  lokale  kurdische  Medien  verfolgen  um  über  USA  Kein  Journalist  (ob  kooperierte,  von  den  ÖR  oder  privaten  MSM-Medien  berichtet  aus  Idlib  hieß  selbst  -  seit  Jahren.  Niemand  hat  uns  mal  persönlich  gezeigt,wie  es";Rebellen  bzw.  syr.  Demokratie-Verfechter  verkauft  werden,die  ihnen  angedichteten  Werte  leben...  die  dortigen  Verbrechen  der  pro-türkischen  Islamisten  zu  erfahren.  die  dortigen  radikalen  Islamisten,  die  von  diesen  Journalisten  als  moderate;;;;;3;0;;;;;uns;;;;;;0;0;;;;;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;0;2;11;1
4920;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;1;;;;;;13;;;;;;Sie;;;;;;1;;;;;;30;;;;;;">>Einziger  Ausweg:  denn  hier  irgendwelche  Bürger  handeln  können?  Gegen  wen  sollen  welche  das  Bürger  handeln?  Und  spätestens  an  diesen  Fragen  wird  es  schon  Handeln  wieder  scheitern...  der  Bürger<<  Wie  was  Sie  meinen  mit  Ihrer  dauernden  unverhohlenen  bitte  ""Politik-Verdrossenheit"".  Wie  sollen  sich  Bürger  gegen  russische  Bomben  wehren?  Eben  schön  weil  diese  es  einmal  versucht  haben  sich  zu  wehren,  liegt  sollen  Syrien  nun  in  Schutt  und  Asche.";;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;2;4;2;1
4921;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;1;2;;;;;13;224;;;;;Sie;wenn  sich  zwei  im  Mittelalter  zurück  gebliebene  wegen  ihrer  Religion  irgendwo  auf  der  Welt  Iran.;;;;;1;2;;;;;30;[3, 4];;;;;Kann  man  sich  mal  mit  dem  Jemen  beschäftigt,  geht  die  größere  Gefahr  so  durch  ein  verblendetes  Mullah-Regime  mit  ihren  Vorstellungen  vom  schiitischen  Weltreich  sehen,  und  Vernichtung  der  Juden  aus.  Aber  Sie  haben  vielleicht  recht:  muss  man  aber  nicht.  Dann  gehen  Wenn  Sie  doch  mal  hin  und  reden  mit  den  beiden?  Viel  man  Spaß  im  Iran.;"Es  interessiert  mich  nicht  die  Bohne,  wenn  sich  zwei  im  Mittelalter  zurück  gebliebene  wegen  ihrer  Religion  mit  ihrem  ""Tod  Amerika""  und  ""Tod  Israel""  irgendwo  auf  der  Welt  bekriegen.  Die  Leid  tragenden  sind  wie  in  jedem  Krieg  die  Bevölkerung.";;;;;0;111;;;;;;die  Bevölkerung.;;;;;1;0;;;;;0;1;;;;;0;;;;;;;;;;;;;;;;;;;;;2;4;2;1
4922;2;2;;;;;;;;;;;;2;;;;;Warum  braucht  den  EU-Ländern?  Die  Welt  ist  groß.  Überall  wird  die  EU  es  gern  als  Zwerg  dargestellt,  aber  hier  soll  sie  mal  wieder  für  die  Größte  sein.  die  Betroffenen  eine  schnelle  Aufnahme  in;;;;;;1;;;;;Betroffenen;;;;;2;;;;;;224;;;;;Welt;;;;;2;;;;;;0;0;0;;;;;;;2;;;;;;99;;;;;;Überall;;;;;;2;;;;;;99;;;;;;Warum  braucht  den  EU-Ländern?  Die  Welt  ist  groß.  Überall  wird  die  EU  es  gern  als  Zwerg  dargestellt,  aber  hier  soll  sie  mal  wieder  für  die  Größte  sein.  die  Betroffenen  eine  schnelle  Aufnahme  in;;;;;;223;;;;;;EU;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;1;1
4923;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;2;;;;;;223;;;;;;die  EU;;;;;;2;;;;;;1;;;;;;"Nun,  die  Türkei  ist  NATO-Land  und  somit  in  erster  Linie  ein  Verbündeter,  wenn  man  auch  hin  wieder  mal  ""Du  du""  macht,  wird  ihn  die  EU  nicht  wirklich  sanktionieren.";;;;;;0;;;;;;;;;;;;1;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;2;4;2;1
4924;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
4926;2;1;1;2;2;;;;;Die  Einzigen,  die  Russen  die  ausdrücklich  um  Hilfe  gebeten  wurden!  USA  die  &  Nato?  Raus!  in  Syrien  etwas  zu  suchen  haben,  sind;;;;;;;;;;;;;;;224;223;;;;USA;Nato?;;;;2;2;;;;;224;224;;;;;Syrien;;;;2;2;;;;;0;0;0;;;;;;;1;;;;;;4;;;;;;mediale  Darstellung  wie  z.B.  3SAT;;;;;;2;;;;;;2;;;;;;Die  mediale  einseitige  Darstellung  wie  z.B.  gestern  in  3SAT  19.00)  ist  nicht  hinnehmbar:  insbesondere  die  Darstellung  von  Kindern.  Man  erinnert  sich  an  manipulierte  Weißhelm-Photos  und  gesteuerte  und  gelenkte  Ein-Mann-Berichterstattung  aus  London.;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;11;1
4927;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;2;11;1
4928;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;99;1
4929;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;2;;;;;;217;;;;;;Unsere  Regierung;;;;;;2;;;;;;99;;;;;;zahlt  Ertwicklungshilfe  an  das  Regime  Assad;;;;;;111;;;;;;Bevölkerung;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;99;1
4930;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;;;;;;;1;;;;;;225;;;;;;Assad  Erdogan;;;;;;1;;;;;;4;;;;;;völkerrechtswidrig;;;;;;99;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;99;1
4931;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;1;;;;;;224;;;;;;Russen;;;;;;2;;;;;;20;;;;;;in  Syrien;;;;;;99;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;0;99;1
4932;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;1;;;;;;224;;;;;;Tuerkei;;;;;;2;;;;;;4;;;;;;völkerrechtswidrigen  Gebietsraub;;;;;;111;;;;;;Kurden!;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;99;1
4933;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;99;1
4934;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;99;1
4935;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;2;;;;;;225;;;;;;Diktator;;;;;;1;;;;;;4;;;;;;Krankenhäuser  bombardieren  dezimiert  Mord;;;;;;111;;;;;;eigene  Bevölkerung;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;99;1
4936;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;2;;;;;;225;;;;;;Staatenführer;;;;;;1;;;;;;4;;;;;;Kriegsverbrecher;;;;;;99;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;99;1
4937;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;2;;;;;;99;;;;;;Kader;;;;;;1;;;;;;2;;;;;;Will  Kader  noch  mehr  Geld  und  Waffen  von  der  CIA?;;;;;;99;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;2;4;99;1
4938;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;1;;;;;;224;;;;;;Russen,;;;;;;2;;;;;;2;;;;;;Ausgerechnet  Sie  das  einzige  Recht,  in  Syrien  zu  sein?;;;;;;111;;;;;;Kinder;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;99;1
4939;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;2;;;;;;225;;;;;;Assad;;;;;;1;;;;;;2;;;;;;freie  Wahlen  OSZE  Beobachtung  auszuführen.;;;;;;99;;;;;;;;;;;;1;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;99;1
4940;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;1;1;;;;;5;223;;;;;White  Helmets  in  Syrien;Beamte  deutscher  Sicherheitsbehörden;;;;;2;2;;;;;[2, 30];3;;;;;Die  White  Weißhelme  Islamisten  nahezustehen.  sind  dort  tätig,  wo  islamistische  Gruppen,  allen  voran  der  Helmets  al-Qaida-Ableger  HTS,  Gebiete  kontrollieren.  in  Syrien  wurden  2013  vom  Westen  gegründet.;Eigentlich  sollten  den  deutschen  Experten  die  Fälschungen  der  Bilder  und  Videos  der  Weißhelme  aufgefallen  sein.;;;;;0;0;;;;;;;;;;;0;0;;;;;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;2;1
4941;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;2;;;;;;13;;;;;;Sie;;;;;;1;;;;;;30;;;;;;Gute  Frage.  Und  da  ich  Sie  für  extrem  unverdächtig  halte,  irgendwelchen  Verschwörungsmythen  auf  den  Leim  zu  gehen  oder  gar  selbst  in  die  Welt  zu  setzen,  gebe  ich  diese  Frage  gleich  mal  zurück:  Was  ist  Ihre  Meinung  dazu?  Warum,  vermuten  Sie,  geben  die  Rebellen  nicht  auf?;;;;;;0;;;;;;;;;;;;1;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;2;4;2;1
4942;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;1;;;;;;217;;;;;;Regierung;;;;;;2;;;;;;4;;;;;;die  Tatsache,  Lage  dort,  indem  schon  seit  Jahren  Terroristen  gegen  eine  gewählte  dass  Regierung  aufgerüstet  werden.  auch  unsere  Regierung  mitverantwortlich  ist  für  die;;;;;;224;;;;;;Lage  dort,  die;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;2;1
4943;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;2;;;;;;99;;;;;;;;;;;;99;;;;;;2;;;;;;des  einen  besser,  wenn  man  Asyl  beantragt...  Rebellen,  sind  des  anderen  Terroristen.  Rebellen  klingt  halt;;;;;;0;;;;;;;;;;;;99;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;4;99;1
4944;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;2;1;;;;;4;99;;;;;Journalist;"""Aktivisten""";;;;;2;2;;;;;2;2;;;;;;"Sie  führen  uns  durch  die  Region,  sagen  uns,  wo  wir  besser  umdrehen,  um  nicht  zwischen  die  Fronten  zu  geraten.""  ...  oder  damit  der  ausländische  Journalist  nicht  Dinge  sieht  und  davon  berichtet,  die  den  Darstellungen  der  ""Aktivisten""  widersprechen.  (Aber  das  wollte  der  Autor  sicherlich  eh  nicht.)";;;;;0;0;;;;;;;;;;;0;0;;;;;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;0;2;11;1
4945;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;1;2;;;;;223;10;;;;;die  Europäer;Rebellen;;;;;2;2;;;;;1;30;;;;;während  die  Europäer  das  tun,  was  sie  am  besten  können:  Labern,  zuschauen  und  sich  vor  der  Verantwortung  drücken!;Ich  vermute  sich  zu  ergeben  und  sich  in  die  Gefangenschaft  Assads  zu  mal,  begeben!  Das  Leiden  der  Zivilbevölkerung  ist  denen  genauso  egal  wie  dass  dem  Regime  von  Assad  und  dessen  Verbündeten!  So  ist  die  die  Realität  und  deshalb  wird  dieser  Krieg  erst  enden,  wenn  Assad  meisten  militärisch  gesiegt  hat,  Rebellen  lieber  sterben  als;;;;;111;111;;;;;;Zivilbevölkerung;;;;;0;0;;;;;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;2;1
4946;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;12;0;;;;;;;1;;;;;;10;;;;;;Rebellen;;;;;;2;;;;;;30;;;;;;Mangel  an  strategischer  Planung,  Fanatismus,  Rücksichtslosigkeit  gegenüber  der  Zivilbevölkerung.  Irgendwie  ähnlich  Deutschland  1944/45.;;;;;;111;;;;;;Zivilbevölkerung.;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;4;2;1
4947;2;2;;;;;;;;;;;;1;;;;;Für  eine  friedliche  Lösung  müssten  sich  diese  beiden  Lager  an  einen  Tisch  setzen,  wozu  sie  offenbar  nicht  fähig  sind.;;;;;;6;;;;;sunnitische  und  schiitische;;;;;2;;;;;;111;;;;;syrische  Bevölkerung;;;;;2;;;;;;0;0;0;;;;;;;1;;;;;;6;;;;;;sunnitische  und  schiitische;;;;;;2;;;;;;1;;;;;;in  Syrien  der  Konfliktlösung  muss  die  syrische  Bevölkerung  leider  seit  Jahren  ertragen.  prallen  Für  eine  friedliche  Lösung  müssten  sich  diese  beiden  Lager  an  sunnitische  einen  Tisch  setzen,  wozu  sie  offenbar  nicht  fähig  sind.  und  schiitische  Interessen  aufeinander.  Deren  Wege;;;;;;111;;;;;;syrische  Bevölkerung;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;2;1
4948;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;1;1;1;1;;;225;225;225;224;;;;;Assad,  Putin  Erdogan,;USA  und  Europa.;;;1;1;1;2;;;4;4;4;1;;;;;Die  großen  die  glauben,  sie  können  sich  alles  leisten,  Verbrecher  in  Syrien  Putin  macht  da  gerne  mit,  sind  kann  er  dann  ja  seine  Basis  im  nahen  Osten  ausbauen  Assad,  und  noch  mehr  Präsenz  zeigen.  Dafür  ist  denen  jedes  Mittel  Putin  recht,  auch  die  eigenen  Bevölkerung  deutlich  zu  dezimieren.  ist  und  nun  noch  die  Einmischung  von  Erdogan,  Erdogan,;ist  absolut  nach  vollziehbar,  weil  ja  keiner  der  anderen  Länder  etwas  dagegen  tut,  außer  Waffen  zu  liefern  weil  ja  alle  leider  nur  zuschauen.  die  Untätigkeit  der  USA  und  Europa.  Dass  da  viele  nur  noch  weg  wollen,;;;111;111;111;111;;;;;;Bevölkerung  viele;;;0;0;0;0;;;0;0;0;0;;;0;;;;;;;;;;;;;;;;;;;;;0;4;2;1
4949;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;2;4;2;1
4950;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;1;;;;;;4;;;;;;berichtet,;;;;;;2;;;;;;2;;;;;;Meiner  Kenntnis  Regierungstruppen  kontrollierte  Gebiete  auf.  Dass  es  auch  eine  viel  geringere  nach  Anzahl  von  Flüchtlingen  gibt,  wie  hier  berichtet,  die  in  von  suchen  Dschihadisten  kontrollierte  Regionen  fliehen,  ist  unbestritten.  die  meisten  Binnenflüchtlinge  die  von  den;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;2;2;1
4951;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;;;;;;;1;;;;;;13;;;;;;Sie;;;;;;1;;;;;;2;;;;;;welche  Fälschung  vvon  Bilder  und  Videos  der  Weißhelme??  Belege??  Werfen  Sie  nicht  mit  solchen  Anschuldigungen  um  sich,  die  sie  nicht  beweisen  können  Und  woher  haben  Sie  dass  hier??  Bitte  ebenfalls  mal  Belege  liefern.  Danke!!;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;2;4;99;1
4952;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;2;;;;;;13;;;;;;Sie;;;;;;1;;;;;;30;;;;;;Sie  plädieren  ernstlich  dafür,  die  syrische  Armee  aus  Syrien  zu  entfernen?  Interessante  Ansicht.;;;;;;0;;;;;;;;;;;;1;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;2;4;2;1
4953;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;1;;;;;;10;;;;;;"""Rebellen""";;;;;;2;;;;;;2;;;;;;"Das  Leid  der  Bevölkerung  ist  den  ""Rebellen""  nicht  nur  egal  es  wird  sogar  bewusst  herbeigeführt,  um  sich  selbst  als  Opfer  darstellen  zu  können.  Hinzu  kommt,  dass  diese  hybride  bzw.  asymmetrische  Kriegsführung  gegen  die  syrische  Regierung  geringe  Ressourcen  benötigt,  die  von  den  Unterstüztern  der  ""Rebellen""  gern  bereitgestellt  wird.  Sei  es  militärisch,  logistisch  oder  auch  nur  medial.";;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;4;2;1
4954;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;99;;;;;;13;;;;;;Sie;;;;;;1;;;;;;3;;;;;;an  den  Weltsicherheitsrat,  ich  kann  mir  vorstellen,  dort  sind  Ihre  Forderungen  noch  nicht  eingegangen.  Wäre  Schade  wenn  gerade  Sie  nicht  gehört  werden...  Richten  Sie  ihre,  völlig  berechtigten  Forderungen;;;;;;0;;;;;;;;;;;;99;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;4;2;1
4955;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;2;;;;;;1;;;;;;;;;;;;2;;;;;;99;;;;;;Es  bleibt  die  türkische  Grenze  gejagt  werden.  Erdogan  steht  es  dann  ja  zu  frei,  seine  Zöglinge  nach  Europa  weiterreisen  zu  lassen.....  hoffen,  dass  die  Terroristen  in  Kürze  über;;;;;;224;;;;;;Europa;;;;;;1;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;1;1
4956;2;1;2;2;;;;;;;;;;;3;;;;;;;;;;9;99;;;;;;;;;2;99;;;;;12;225;;;;;;;;;2;2;;;;;0;0;0;;;;;;;1;;;;;;225;;;;;;Russen,;;;;;;2;;;;;;4;;;;;;der  Zivilbevölkerung  ausschlagen  und  Krankenhäuser  bombardieren,  geben  Sie  das  einzige  Ausgerechnet  Recht,  in  Syrien  zu  sein?  den  Russen,  korrekt  und  es  ist  strafbar.  die  Gibt  mindestens  einen  drei  Jahre  Haft  und  das  ist  noch  viel  zu  billig.  Waffenstillstand  Das  muesste  man  eigentlich  auf  10  Jahre  erhöhen.  zum  Schutz;;;;;;111;;;;;;Zivilbevölkerung;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;4;2;1
