id;content;user_id;date;article_id;direct_parent_id;internal_id;outlet;outlet2;type;type2;length;words;no_thread;no_replies
3707;Et pourquoi la Turquie et Erdogan voudraient garder chez eux des migrants dont nous ne voulons pas? Je lis beaucoup d’articles sur le sujet, ne pense pas être dupe du bonhomme, mais je trouve surprenant que l’on reproche a la Turquie de ne pas vouloir faire ( gardez les migrants) ce que nous européens cherchons a éviter a tout prix. Et en plus en leur donnant des lecons de morale parce qu’ils ne font pas ce qu’on leur dit mais ce qu’on fait. ;user_115;2020-05-03 02:02:00;r13_article_8;r13_comment_167;r13_comment_168;lemonde;9;reply;3;446;83;22;1
3708;"Qui, de l'UE et de la Turquie, a commencé à faire chanter l'autre ? C'est l'UE. Ah ! tu voudrais que ton pays devienne membre de l'UE ? Et bien commence par arrêter les migrants qui veulent venir en Europe. Si tu le fais, on entamera les négociations d'adhésion ; on mettra en oeuvre une politique libérale des visas au profit des Turcs. Etc. Et puis rien du tout... Je n'apprécie guère l'autoritarisme d'Erdogan, ni sa philosophie politique d'inspiration religieuse, encore moins son soutien utilitariste aux islamistes syriens pour se débarrasser des Kurdes dont il ne veut pas à sa frontière. Et pas davantage son instrumentalisation actuelle des migrants. Mais c'est l'UE qui, avec son marché de dupe, a mis M. Erdogan dans une position de maître-chanteur. Et elle l'a fait sur la base de sa xénophobie croissante à l'encontre des êtres humains les plus défavorisés, en contradiction totale avec une image de marque frauduleuse depuis longtemps, celle de défenseur en chef des droits fondamentaux";user_116;2020-04-03 17:29:00;r13_article_8;r13_article_8;r13_comment_169;lemonde;9;comment;2;1000;164;21;
3709;Oui, l'erreur a été de rejeter la Turquie quand elle se pliait en quatre pour satisfaire les exigences de l'UE, prête à toutes les courbettes. Nous avons moqué la Turquie (NS) au lieu de l'associer à l'UE par un accord spécifique d'association. La TR a une longue histoire de coexistence avec les chrétiens, et par ailleurs, elle est la tête de pont du monde musulman (pouah ! Je vous salue Marie pleine de grâce). Elle est un atout absolument majeur, mais je dirais entre nos mains quelque peu inexpérimentées. Erdogan ne cherche pas à nous adresser les migrants, mais à obtenir notre aide diplomatique et financière. Plutôt que de le laisser seul face à Poutine, malgré toutes nos jérémiades (kurdes, frontières, influence etc) nous devrions l'aider pour terminer ce conflit. Disserter sur kurdes (et les irakiens ?) à l'occasion de ce conflit est immature. Mais, plus tard, convoquer une conférence internationale pour la rectification des frontières, serait courageux et salutaire.;user_102;2020-05-03 15:00:00;r13_article_8;r13_comment_169;r13_comment_170;lemonde;9;reply;3;985;159;21;1
3710;Nonobstant les autres points de la tribune, je trouve un peu facile de condamner l'opération militaire turque en Syrie alors même qu'elle vise à empêcher la reprise totale du territoire par Bashar El Assad, qu'on appelait il n'y a pas si longtemps un boucher sanguinaire. ;user_117;2020-04-03 15:33:00;r13_article_8;r13_article_8;r13_comment_171;lemonde;9;comment;2;272;45;20;
3711;Vous confondez, sans doute par aveuglement, le droit international et la politique. Par définition, une opération militaire sur le sol d'un pays tiers est une violation du droit international. Et cela NE dépends PAS de la nature politique du régime du pays attaqué. On peut très bien trouver que Bashar est un dictateur sanguinaire (j'en fait parti) tout en refusant les violations du droit international ** Surtout vous oubliez trop vite que la Syrie ne se limite pas à son dirigeant. Il y a a des centaines de milliers de Syriens qui le soutiennent, il s'agit d'une guerre civile. Il y a aussi des milliers de jeunes qui s'engage dans l'armée du régime justement pour reconquérir leurs terres, ce qui est tout de même légitime. ;user_118;2020-04-03 17:18:00;r13_article_8;r13_comment_171;r13_comment_172;lemonde;9;reply;3;730;125;20;1
3712;On va d'abord rappeler que la Turquie accueille 3,6 millions de réfugiés et qu'elle les traite mieux que les pays européens. Des réfugiés qui sont aussi le résultat de l'impuissance souveraine des états européens dans la tragédie syrienne face à Assad, Poutine et le vide laissé par les USA. Pour le reste, la solidarité, la fermeté c'est trop tard. Nous sommes marginalisés, condamnés à subir les évènements et à voir l'extrême-droite progresser en Europe. C'est le résultat de cette Europe du Conseil des chefs d'états qui ne partage pas son pouvoir avec le parlement européen, les peuples, et qui n'est que la somme des égoïsmes nationaux. Mettre la question institutionnelle sous le tapis c'est aller de catastrophes en catastrophes.;user_34;2020-04-03 15:28:00;r13_article_8;r13_article_8;r13_comment_173;lemonde;9;comment;2;737;118;19;
3713;"@LouisA : vous dédouanez bien rapidement Erdogan de ses responsabilités dans le bourbier Syrien. Il fut, dès le début, un supporter actif des différents groupes islamistes qui luttaient contre Assad. Il a fourni du matériel militaire aux djihadistes (voir l'affaire de journalistes turcs condamnés pour l'avoir révélé) et laissé allègrement passé les ""volontaires"" les rejoignant, notamment Daesh. Il a joué un triple jeu se réclamant à la fois de l'Otan, de ses relations avec la Russie et de son leadership islamique, ce dernier sans doute le seul constant de ses projets. Il a convaincu Trump d'abandonner les Kurdes pour avoir les mains libres pour les détruire, poussant ces derniers dans les bras d'Assad et ouvrant à ce dernier la possibilité de reconquête du nord... provoquant ce nouvel exode. Et il puise allègrement parmi ces réfugiés la chair à canon de ses milices qu'il envoie notamment en Lybie. Il y a en effet quelques méfaits qu'il n'a pas commis mais si on lui laisse le temps...";user_119;2020-04-03 21:41:00;r13_article_8;r13_comment_173;r13_comment_174;lemonde;9;reply;3;998;164;19;1
3714;Qui a écrit cet éditorial ? Vous avez vraiment l'impression que c'est Erdogan qui est responsable de la fuite des civils syriens face à l'avancée des troupes d'Assad et aux bombardements russes ? Vous avez alors de graves problèmes au niveau de la compréhension de la situation en Syrie.;user_120;2020-04-03 15:25:00;r13_article_8;r13_article_8;r13_comment_175;lemonde;9;comment;2;287;48;18;
3715;"Sacré Saint-Romain, toujours prêt à délivrer sa leçon. Donc vous pensez que le massacre des civils syriens depuis 2011 est un événement normal, contre lequel il était impossible d'agir ? ""C'est trop compliqué, surtout n'intervenons pas, et si les civils se font massacrer, faisons comme si on n'était pas au courant, comme si on n'avait rien vu"", telle est votre ligne directrice ? Ce n'est évidemment pas la mienne. Et je reconnais qu'Hollande a fait ce qu'il a pu pour intervenir contre le régime Assad, mais sans le soutien des USA, les Européens ne bougent pas. C'est bien triste, surtout pour tous ceux/toutes celles qui ont été massacrés dans cette guerre.";user_120;2020-05-03 05:04:00;r13_article_8;r13_comment_175;r13_comment_176;lemonde;9;reply;3;662;110;18;1
3716;"Ne serait il pas plus correct de titrer ""le cynisme des dirigeants de l'UE face au cynisme des dirigeants de la Turquie"" ? Car en 2015, les dirigeant(e)s de l'UE ont acheté la possibilité temporaire de laisser tomber la population syrienne face à la répression féroce du régime, laissé tomber les kurdes, bref de ne rien faire. La lâcheté n'a pas qu'un coût financier.";user_121;2020-04-03 14:56:00;r13_article_8;r13_article_8;r13_comment_177;lemonde;9;comment;2;368;63;17;
3717;Il n’y a aucun chantage de la part de la Turquie. Les Turcs accueillent chez eux quatre millions de réfugiés et de migrants qui veulent tous venir en Europe. L’UE verse des milliards à la Turquie, pour que ces gens ne viennent pas chez nous. Elle réitère ainsi la tactique de l’Empire romain peu de temps avant sa chute. Payer ceux qui sont aux frontières en continuant à s’affaiblir n’a jamais donné de bon résultat. Le riche qui paie finit toujours par être vaincu par le fort pour qui le riche ne paie jamais assez. C’est ce qui nous arrive. Encore une fois : la faute n’est pas à la Russie, mais à l’Europe. En exemple : la France et l’Allemagne voulaient participer aux pourparlers du 5 février à Moscou, mais les Russes et les Turcs ont dit « non ». Et non ce fut. C’est une humiliation et une honte. En fait, les Turcs parlent aux Russes parce qu’ils n’ont plus d’interlocuteur en Occident. Ni en Europe, ni aux E-U. Cet éditorial est donc un chapelet de vœux pieux sans aucune importance.;user_19;2020-04-03 14:22:00;r13_article_8;r13_article_8;r13_comment_178;lemonde;9;comment;2;996;182;16;
3718;Parallèle fort judicieux avec l'effondrement de Rome qui préférait payer des barbares aux frontières pour se protéger d'autres barbares, jusqu'au jour où les barbares ont réalisé que vu la faiblesse romaine ils pouvaient se servir directement dans la caisse... bref au lieu de verser des milliards à notre ennemi Erdogan l'argent devrait aller dans une armée européenne avec pour mission de défendre les frontières de l'UE par la force létale...;user_6;2020-04-03 17:45:00;r13_article_8;r13_comment_178;r13_comment_179;lemonde;9;reply;3;445;69;16;1
3719;Erdogan, tout détestable qu'il soit, a raison sur un point: les Européens l'ont abandonné sur la Syrie. Certes la solution qu'il avait proposée (établir une zone tampon dans le nord pour y accueillir les réfugiés) était bancale, mais elle avait le mérite d'exister. En face, tout le monde s'est bien gardé de proposer une alternative, et s'est contenté de regarder son nombril tout en comptant les points dans la confrontation entre les Turcs et les forces Syriennes et Russes. Erdogan cherche donc à nous faire comprendre que son problème est aussi le nôtre et on ne peut pas tout à fait lui donner tort. ;user_122;2020-04-03 14:20:00;r13_article_8;r13_article_8;r13_comment_180;lemonde;9;comment;2;606;104;15;
3720;Il y a une autre solution beaucoup plus simple : il se retire de Syrie, laisse Al Assad et Poutine gagner, et tout rentre dans l'ordre.;user_123;2020-04-03 21:17:00;r13_article_8;r13_comment_180;r13_comment_181;lemonde;9;reply;3;135;25;15;1
3721;"Dis Le Monde, ça veut dire quoi exactement ""prendre sa part dans l’accueil des réfugiés"" ? On en accueille en Europe 10 000, 100 000, 1 million, 10 millions ? Car les conséquences n'ont absolument rien à voir en fait... Et du coup, l'acceptation des Européens non plus.";user_124;2020-04-03 14:11:00;r13_article_8;r13_article_8;r13_comment_182;lemonde;9;comment;2;269;47;14;
3722;"L'heure n'est certainement pas à l'ouverture de nos frontières, même si cela n'implique pas de les fermer hermétiquement. Mais le contrôle doit être absolu et la vérification des admis également sans faille. A la fin, ce sera de toute façon une très petite minorité qui serait accueillie : ce ne saurait donc être une solution. Le principe d'une zone tampon transformée en zone de réfugiés, proche du pays d'origine voir sur son territoire est une bien meilleure solution si mise en place sous contrôle international pour ne pas risquer de servir les desseins de l'une ou l'autre des parties et justifier ainsi son extra-territorialité (temporaire) de fait. Mettons nous en position de l'imposer (avec ce qu'il faut de moyens pour exclusion aérienne, sécurisation et approvisionnement) et mettons cette ""forte"" proposition en face de l'attitude aussi bien de la Turquie que de la Syrie. Si nous prétendons à autre chose que bailleur de fonds final sans voix au chapitre… ";user_119;2020-04-03 14:10:00;r13_article_8;r13_article_8;r13_comment_183;lemonde;9;comment;2;971;158;13;
3723;Le coup de la zone tampon, c'est Erdogan qui l'avait proposée, personne ne l'a soutenu - pour toute une série de raisons pas forcément mauvaises - et cette solution est en train de s'effondrer sous les bombes Russes. Quand à fermer hermétiquement les frontières grecques avec leurs centaines d'îles à quelques encablures des côtes turques, les 2 navires de Frontex risquent d'être un peu limite...Et quand bien même on enverrait toutes nos frégates, pas sûr que ça suffise. ;user_122;2020-04-03 15:04:00;r13_article_8;r13_comment_183;r13_comment_184;lemonde;9;reply;3;474;78;13;1
3724;Si nous sommes attachés à l'Europe c'est pour ses valeurs, qui nous ont biberonnés et fait ce que nous sommes Merci pour l'édito. Il nous rappelle 1) l'humanité, notre valeur cardinale, 2) la nécessaire solidarité qui fait que tout réfugié doit être accueilli, bénéficier du droit d'asile si son pays est en guerre, débouté dans le cas contraire, 3) il rappelle aussi l'indispensable fermeté que l'Europe doit avoir vis à vis de l' extrême droite qui veut rejeter à la mer hommes, femmes et enfants, 4) il rappelle enfin le réalisme dont nous devons faire preuve, à savoir une réponse collective, un financement fléché non plus vers la Turquie mais la Grèce et la Bulgarie, des matériels, des soins, des bras, des cours de langue et du travail sans attendre pour les bénéficiaires de l'asile, et une reconduite par nos marines des déboutés du droit d'asile. L'Europe doit toujours répondre à deux urgences : l'urgence climatique, les crises migratoires. Le Covid 19 n'est qu'un épiphénomène;user_23;2020-04-03 13:51:00;r13_article_8;r13_article_8;r13_comment_185;lemonde;9;comment;2;990;164;12;
3725;Jean Rouergue, angélique et déphasé .Qu'il se rassure la nomenklatura européiste vient d'offrir plus de visas aux turcs .On se sent un peu comme à Constantinople avant la chute mais on sait qu'il n'y aura même pas de résistance quand le premier dictateur voyou poussera la porte et sera accueilli par certains vivats dans les murs.Pour être clair il ne sera pas forcément turc mais c'est une option .;user_7;2020-06-03 20:59:00;r13_article_8;r13_comment_185;r13_comment_186;lemonde;9;reply;3;400;68;12;1
3726;"Ils doivent se tourner vers les pays-arabo-musulmans réputés ""sûrs"", quitte à retourner en Syrie le moment venu. C'est une évidence, considérant les particularités des sociétés musulmanes et le devoir élémentaire pour leurs coreligionnaires. Enfin, les conditions de vie sont approchantes entre la Syrie et ces pays, ce qui n'est pas le cas de l'Ouest développé. Levons une fois pour toutes cette ambiguïté : s'établir lors de cette guerre dans un Occident plus fantasmé que réellement en position d'accueil, afin de profiter de son niveau de vie, est une illusion que tout un chacun, à commencer par Le Monde, devrait s'employer à lever. Les Européens n'ont pas à céder à l'injonction de la compréhension et de la tolérance envers des populations envieuses de leurs standards. Car si on y cède, on n'accueillera personne correctement tandis que les ""populismes"" vont de nouveau exploser. On a vu en 2015 : comment Le Monde peut-il avoir à ce point la mémoire courte ? !";user_125;2020-04-03 13:45:00;r13_article_8;r13_article_8;r13_comment_187;lemonde;9;comment;2;970;159;11;
3727;Encore faut-il que la Syrie les accepte! Ces gens ont pour la plupart été légalement expropriés par le régime de Bachar El Assad, qui les considère comme des opposants et ne veut surtout pas les voir revenir. ;user_122;2020-04-03 14:10:00;r13_article_8;r13_comment_187;r13_comment_188;lemonde;9;reply;3;209;37;11;1
3728;Cet article est de la bouillie sans aucune colonne vertébrale. On bétonne la frontière tous ensemble, et Erdogan se retrouvera bien niais avec ses petits soldats.;user_35;2020-04-03 13:42:00;r13_article_8;r13_article_8;r13_comment_189;lemonde;9;comment;2;162;25;10;
3729;Je serai curieux de savoir ce que les partisans de la fermeture des frontières ont comme mesures très très concrètes à proposer ? Pas juste des mots, genre, on n'a qu'à fermer les frontières et renvoyer les gens chez eux. Car on comprend bien que compte tenu des accès terrestres à l'Europe c'est plus qu'illusoire et que cela ne va pas marcher sur le moyen terme. Mais quelles mesures ? Car ceux qui viennent dénoncer aujourd'hui Erdogan et accuser l'UE de faiblesse sont ceux qui, en fait, étaient tout à fait satisfaits de cet arrangement conclu entre la Turquie et les Européens. Mais on n'est pas à une contradiction près.;user_126;2020-04-03 13:38:00;r13_article_8;r13_article_8;r13_comment_190;lemonde;9;comment;2;627;109;9;
3730;"Non ça me marche pas de juste fermer les frontières. Encore faut-il prendre le temps de se documenter...Quand les gens n'ont rien à perdre ils viennent quand même. La différence c'est qu'ils mourront...Mais les commentateurs du monde se rassurent en disant ""ce sont des immigrés économiques"" ce qui est faux mais c'est pas grave osf de la vérité aujourd'hui. C'est pas dans les commentaires que vous trouverez des réponses intéressantes. Les spécialistes de comptoir pullulent ici. ";user_106;2020-04-03 23:33:00;r13_article_8;r13_comment_190;r13_comment_191;lemonde;9;reply;3;482;76;9;1
3731;Quel intérêt a donc Erdogan à noircir la réaction des Européens (tirs à balles réelles, ou sur les canots de migrants, selon lui), si son but est de les encourager à faire pression sur nos frontières ? Par ailleurs, Erdogan se sent-il si fort à l’intérieur de son pays qu’il puisse se permettre une rupture avec les Européens ? Là, il ne disposerait plus d’aucune marge de manœuvre avec les Russes. A moins d’aller frapper à la porte de D. Trump, qui ne sautera peut-être pas de joie à l’idée d’appuyer son intervention en Syrie.;user_127;2020-04-03 13:34:00;r13_article_8;r13_article_8;r13_comment_192;lemonde;9;comment;2;529;94;8;
3732;"On lit : ""les réfugiés que le président turc menace de faire déferler sur l’Europe fuient une guerre, celle menée autour d’Idlib""alors que plus de la moitié sont des Afghans, des Pakistanais et des Soudanais donc qui ne fuient pas Idlib. Le rappel salutaire d'une « une crise humanitaire, sécuritaire et politique, qui n’a cessé de nourrir l’extrême droite » (en 2015) devrait nous convaincre de l'impératif de cesser l'accueil de populations d'une culture très éloignée de la nôtre (voir dans le journal l'article sur les attaques au couteau à Londres). Par ailleurs ni la géographie, ni l'histoire ne font de la Turquie un partenaire obligé, dans son état actuel, mieux vaudrait même ériger un barrage étanche. Enfin l'objectif principal de l’Union européenne est de maintenir son territoire en paix ce qui est parfaitement contradictoire avec l'accueil massif de réfugiés. Bref, moins d'idéologie, plus de rationalité.";user_128;2020-04-03 13:11:00;r13_article_8;r13_article_8;r13_comment_193;lemonde;9;comment;2;921;145;7;
3733;C'est plutôt la Turquie face au cynisme de l'Occident. S'il y a des migrants syriens, c'est parce que les pays occidentaux ont lancé et promu une guerre civile en Syrie pour leurs propres intérêts, économiques (pétrole) et géopolitiques (voir Wikileaks : le câble d'Hillary Clinton disant qu'il fallait créer un chaos en Syrie pour défendre les intérêts d'Israel). Alors que les pays occidentaux assument les conséquences de leurs actions. Erdogan a raison;user_113;2020-04-03 12:58:00;r13_article_8;r13_article_8;r13_comment_194;lemonde;9;comment;2;456;71;6;
3734;"@ Benjamin Valberg : j'aimerais pourtant bien avoir votre réponse ""que tout le monde connaît"" à la question posée par Lionello. ";user_22;2020-04-03 23:26:00;r13_article_8;r13_comment_194;r13_comment_195;lemonde;9;reply;3;128;21;6;1
3735;Un article effroyable sur des meurtres au couteau à Londres, comme une forme de barbarie insensée au cœur de nos villes, et ces images de jeunes gens à nos portes à qui nous n’avons rien à proposer. Une explication à ces meurtres, l’absence d’une politique sociale dont on sait les limites. Et comme une conjonction de phénomènes dans ce qui devient un chaos allant s’aggravant : crise sanitaire, écologique, économique, crise géostratégique, crise migratoire, crise culturelle et sécuritaire. Et curieusement et heureusement, des sociétés qui accusent ces chocs avec une certaine sérénité. Sauf que cette absence de réaction peut signifier le meilleur ou le pire de la passivité et de sa soumission à la fatalité. Parler d’un monde qui se meurt, le vieux monde, expression repère pour saisir le cours de choses, c’est dire en même l’étendue de l’inconnu devant nous : penser l’inconnu quand le passé se dérobe. Il y faudrait un courage rare. ;user_26;2020-04-03 12:49:00;r13_article_8;r13_article_8;r13_comment_196;lemonde;9;comment;2;943;155;5;
3736;"Non non il n y a pas que l Europe pour accueillir tous ces gens . Des pays bien plus riches que les nôtres ont la place et l argent pour les accueillir : il s agit de l Arabie Saoudite et des Émirats du golf. Erdogan mène les européens par le bout du nez depuis tant d'années avec sa prétendue politique d accueil. Il se fait de l argent avec ce que lui envoie l Europe . Il encourage les passeurs; c est encore de l argent qui rentre. ";user_54;2020-04-03 12:48:00;r13_article_8;r13_article_8;r13_comment_197;lemonde;9;comment;2;436;90;4;
3737;On remarquera dès le départ la petit musique biaisée de notre journal : solidarité/ fermeté , réalisme / humanité .Soit deux séries bien cadencées d'antithèses en chiasme : la solidarité s'oppose en fait à la fermeté, le réalisme à l'humanité qui laisse tout passer car elle est valeur d'empathie absolue .Le problème se trouve dans les proportions sur les plateaux de la balance : 95 % de solidarité et 5 % de fermeté ? Ou l'inverse ? Ce genre de rhétorique mécanique que je viens de décrypter rapidement est celle de la novlangue européisme qui noie la saisie politique précise dans l'abstraction des valeurs. En fait ça veut dire qu'on tentera d'amadouer Erdogan et qu'on laissera passer autant que possible mais pas d'un seul coup .;user_7;2020-04-03 12:05:00;r13_article_8;r13_article_8;r13_comment_198;lemonde;9;comment;2;736;125;3;
3738;Très bonne analyse...Les pauvres sermons de notre vieux journal sentent l encens et l eau bénite... ;user_129;2020-04-03 12:18:00;r13_article_8;r13_comment_198;r13_comment_199;lemonde;9;reply;3;100;16;3;1
3739;Bref, l'édito recommande courageusement de céder et d'ouvrir les frontières, mais en continuant à faire des rodomontades pour la forme. Assez malin de faire croire que créer une Europe-citadelle est ce que veut Erdogan (sous-entendu, pour pousser le lecteur à refuser cette stratégie pour ne pas faire le jeu du sultan). Erdogan veut au contraire que l'Europe reste faible et tétanisée par sa mauvaise conscience, qu'elle n'ose pas être ferme, pour pouvoir la faire chanter. Si l'Europe était une citadelle qui ne laissait jamais passer personne, il ne pourrait pas la faire chanter et n'essaierait même plus de nous envoyer des migrants. Il le fait parce que ça marche. Les discours compassionnels appelant à accueillir toujours plus de migrants ont une grande responsabilité dans la récurrence des vagues migratoires et des tragédies qui vont avec. L'enfer est pavé de bonnes intentions.;user_130;2020-04-03 12:03:00;r13_article_8;r13_article_8;r13_comment_200;lemonde;9;comment;2;889;140;2;
3740;"vous dites ""l'enfer est pavé de bonnes intentions"", je suis pour ma part moins indulgent que vous. Ceux qui s'acharnent à dénigrer, affaiblir, déconstruire notre civilisation, notre pays, notre peuple ne sont pas tous des ""braves gens"" un peu niais mais bien intentionnés, loin de là. je dirais même que la plupart d'entre eux sont de mauvaises personnes.";user_131;2020-04-03 14:19:00;r13_article_8;r13_comment_200;r13_comment_201;lemonde;9;reply;3;355;57;2;1
3741;"C'est assez amusant de relire les livres d'histoire, ou on stigmatise la lâcheté des munichois, à la lumière de cet édito, qui demande ni plus ni moins qu'une acceptation du racket turc, alors qu'on ne sait déjà plus quoi des réfugies déjà entrés.. Contrairement à ce qui est dit, la Turquie a économiquement beaucoup plus besoin de l'UE que l'inverse. Nous n'avons pas à payer pour la politique belliciste de la Turquie et nous n'avons pas besoin d'eux pour nous protéger de la Russie, qui ne nous menace pas. Nous devons évidemment renforcer nos frontières et si le prix à payer est que l'UE se transforme en ""forteresse inexpugnable"", ce sera à la grande satisfaction d'une majorité d'européen, à qui on serait bien inspiré de demander leur avis. Enfin, l'UE n'a pas plus de devoir moral vis à vis du reste du monde que n'importe quelle autre entité para étatique.";user_132;2020-04-03 12:00:00;r13_article_8;r13_article_8;r13_comment_202;lemonde;9;comment;2;867;149;1;
3742;https://www.lemonde.fr/international/article/2020/03/09/l-europe-envisage-d-accueillir-1-500-enfants-migrants-bloques-sur-les-iles-grecques_6032312_3210.html;user_none;2020-03-09 08:47:00;r13_article_11;https://www.lemonde.fr/international/article/2020/03/09/l-europe-envisage-d-accueillir-1-500-enfants-migrants-bloques-sur-les-iles-grecques_6032312_3210.html;r13_article_11;lemonde;9;article;1;4544;723;0;
3743;Bonjour, Est-il possible de savoir si ces enfants ont besoin d'accueil pendant qu'ils recevront des soins et vers qui se tourner à ce propos? Merci;user_133;2020-10-03 19:42:00;r13_article_11;r13_article_11;r13_comment_203;lemonde;9;comment;2;147;24;31;
3744;Et ensuite le regroupement familial. Pourquoi ces gens migrent-ils? L'Afghanistan est pacifié (au moins autant que l'Europe). Que viennent faire les Afghans chez-nous? Et nous, en butte à une cascade d'attentats massifs et à des meurtres individuels à l'arme blanche, où devons-nous migrer?;user_134;2020-10-03 09:31:00;r13_article_11;r13_article_11;r13_comment_204;lemonde;9;comment;2;290;42;30;
3745;Une bonne idée, avec le cov19 qui rôde. Y a des mecs intelligents qui pensent à notre place et c'est rassurant pour ces gosses.;user_135;2020-10-03 08:03:00;r13_article_11;r13_article_11;r13_comment_205;lemonde;9;comment;2;127;23;29;
3746;Com’ contre com’ je suppose. Agitprop quoi;user_88;2020-09-03 21:57:00;r13_article_11;r13_article_11;r13_comment_206;lemonde;9;comment;2;42;6;28;
3747;1500 futurs contestataires à qui tout devra être donné sinon, ils le disent, les RPG et les Kalashs n’ont pas de secret pour eux... <U+0001F61C>;user_136;2020-09-03 20:01:00;r13_article_11;r13_article_11;r13_comment_207;lemonde;9;comment;2;133;24;27;
3748;"Rassurons les mêmes et éternels piliers d’extrême droite qui ""animent"" cette espace avant, dans quelques années, ""d'animer"" notre pays avec l'aide de gens comme ceux qui qui prétendent ""modérer"" ici : Trump ne sépare pas seulement les enfants des parents, il fait ""mieux"", il met les enfants dans dans des camps où la nourriture est infecte, les visites interdites, l'éducation absente, les soins médicaux désastreux et où plusieurs sont morts. Pas tous, malheureusement pour certains ici, qui voudraient bien que soient exterminés les réfugiés de guerre à qui les conventions internationales donnent le droit de se réfugier en dehors des zones de conflits. Il est aberrant que Le Monde ne nous laisse pas leur répondre directement. Si certains commentaires abjectes restent sans réponses directes c'est qu'elles ont été censurées.";user_137;2020-09-03 16:55:00;r13_article_11;r13_article_11;r13_comment_208;lemonde;9;comment;2;831;128;26;
3749;Bien dit....;user_138;2020-09-03 23:47:00;r13_article_11;r13_comment_208;r13_comment_209;lemonde;9;reply;3;12;1;26;1
3750;J'aurais bien aimé que le(s) journaliste(s) nous explique(nt) qui sont ces enfants... D'où viennent-ils ? Où sont leurs parents ? Sont-ils orphelins ? Comment sont-ils arrivés en Grèce ? Pourquoi une majorité de filles ? Comment, surtout s'ils sont malades, ont-ils fait pour se déplacer sur de si longues distances ? ;user_139;2020-09-03 15:36:00;r13_article_11;r13_article_11;r13_comment_210;lemonde;9;comment;2;318;51;25;
3751;Apparemment Jordan Bardella, l'encéphalogramme plat du RN, est parti en observateur de la situation à la frontière gréco-turque,, peut-il s'opposera t-il tout seul à cette afflux de dangereux terroristes... En fait qui paie ce séjour alors que le RN est en faillite? ;user_140;2020-09-03 15:25:00;r13_article_11;r13_article_11;r13_comment_211;lemonde;9;comment;2;267;42;24;
3752;On parle de MillionSS de personnes déplacer de Syrie.... Et nous on en CHOISIT 1500..... PAUVRE FRANCE..... ;user_141;2020-09-03 14:43:00;r13_article_11;r13_article_11;r13_comment_212;lemonde;9;comment;2;108;17;23;
3753;Les racistes d’extrême droite ici et ailleurs vont encore crier à l’invasion et au grand remplacement brrrrr j’en tremble déjà. Pauvres gens. Je ne parle pas des réfugiés, leur situation misérable ne faisant aucun doute, mais des contaminés aux idées rances. ;user_142;2020-09-03 14:34:00;r13_article_11;r13_article_11;r13_comment_213;lemonde;9;comment;2;259;41;22;
3754;Heureusement que ces enfants n’ont pas plus de 14 ans et que la majorité sont des filles. Ouf ! On l’a échappé belle ! ;user_102;2020-09-03 14:21:00;r13_article_11;r13_article_11;r13_comment_214;lemonde;9;comment;2;119;24;21;
3755;Nous sommes 450 millions, je pense que nous pouvons accueillir 1500 enfants. ;user_143;2020-09-03 14:17:00;r13_article_11;r13_article_11;r13_comment_215;lemonde;9;comment;2;77;12;20;
3756;Mais oui Gilles il faut se garder de certains FDS aussi.Cependant vous semblez avoir du mal avec le mot processus il est vrai qu'il ne figure pas dans le champ sémantique de la charité universelle , une des vertus théologales .La charité n'a pas de limites puisqu'elle est grâce continue et de ce fait hommage au créateur.Vous nous permettrez de rester au ras de la sociologie et de l'anthropologie qui nous ont appris un certain nombre de choses dans d'autres champs sémantiques . ;user_7;2020-09-03 16:50:00;r13_article_11;r13_comment_215;r13_comment_216;lemonde;9;reply;3;482;83;20;1
3757;L’U.E. entreprend ce qu’elle a toujours condamné. Institution sans crédibilité .;user_74;2020-09-03 14:02:00;r13_article_11;r13_article_11;r13_comment_217;lemonde;9;comment;2;80;10;19;
3758;il y a environ 50 000 mineurs étrangers non accompagnés en France aujourd hui, coûtant chacun 50 000 euros par an, soit 2,5 milliards par an, pour ceux qui cherchent le coût. La plupart sont du maghreb ou d Afrique subsaharienne. Ne pourrait on pas confier les mineurs marocains et algériens a leurs gouvernements ? (en particulier ceux qui vivent de vols et de violence, lorsqu ils s enfuient des centres, comme ceux de la goutte d Or ?). Ça fait plus sens d accueillir des mineurs fuyant la Syrie;user_52;2020-09-03 13:59:00;r13_article_11;r13_article_11;r13_comment_218;lemonde;9;comment;2;498;89;18;
3759;"""Selon l'Assemblée des Départements de France,le coût de la prise en charge des mineurs étrangers non accompagnés,MNA, est devenu une contrainte financièrement intenable. ....40 0000 mineurs étrangers non accompagnés sont actuellement à la charge de l'Aide Sociale à l'Enfance (ASE). Chaque mineur étranger non accompagné coûte 50 000 euros par an. Selon l'Assemblée des Départements de France cette prise en charge coûte au total 2 milliards d'euros par an aux départements. Le département prend en charge: l'hébergement,l'alimentation,l'habillement, l'insertion sociale,l'éducation,et la formation des mineurs étrangers non accompagnés. Ainsi que le salaire des éducateurs et les frais de personnels. Certains mineurs étrangers non accompagnés qui arrivent plutôt très jeunes, par exemple à l'âge de 12 ans ,restent en charge pendant plusieurs années "". "" Dépenses publiques : le coût préoccupant des mineurs étrangers"" le figaro du 25/09/2019.";user_144;2020-09-03 16:28:00;r13_article_11;r13_comment_218;r13_comment_219;lemonde;9;reply;3;946;134;18;1
