"id";"annotator";"c_usmod";"c_mod1";"c_mod0";"c_refc";"c_topic";"c_amp";"c_act";"c_act_1a";"c_act_1a_mark";"c_act_1b";"c_act_1b_mark";"c_act_2a";"c_act_2a_mark";"c_act_2b";"c_act_3a";"c_act_3a_mark";"c_act_3b";"c_contr";"c_emo_1";"c_emo_1_mark";"c_emo_2a";"c_emo_2a_mark";"c_emo_2b";"c_emo_3";"c_ne_1_0";"c_ne_1_1";"c_ne_1_2";"c_ne_1_3";"c_ne_1_4";"c_ne_2_0";"c_ne_2_1";"c_ne_2_2";"c_ne_2_3";"c_ne_2_4";"c_ne_2_mark_0";"c_ne_2_mark_1";"c_ne_2_mark_2";"c_ne_2_mark_3";"c_ne_2_mark_4";"c_ne_3_0";"c_ne_3_1";"c_ne_3_2";"c_ne_3_3";"c_ne_3_4";"c_ne_4_0";"c_ne_4_1";"c_ne_4_2";"c_ne_4_3";"c_ne_4_4";"c_ne_4_mark_0";"c_ne_4_mark_1";"c_ne_4_mark_2";"c_ne_4_mark_3";"c_ne_4_mark_4";"c_ne_5_0";"c_ne_5_1";"c_ne_5_2";"c_ne_5_3";"c_ne_5_4";"c_ne_5_mark_0";"c_ne_5_mark_1";"c_ne_5_mark_2";"c_ne_5_mark_3";"c_ne_5_mark_4";"c_ne_6_0";"c_ne_6_1";"c_ne_6_2";"c_ne_6_3";"c_ne_6_4";"c_ne_7_0";"c_ne_7_1";"c_ne_7_2";"c_ne_7_3";"c_ne_7_4";"c_pe_1_0";"c_pe_1_1";"c_pe_1_2";"c_pe_1_3";"c_pe_2_0";"c_pe_2_1";"c_pe_2_2";"c_pe_2_3";"c_pe_2_mark_0";"c_pe_2_mark_1";"c_pe_2_mark_2";"c_pe_2_mark_3";"c_pe_3_0";"c_pe_3_1";"c_pe_3_2";"c_pe_3_3";"c_pe_4_0";"c_pe_4_1";"c_pe_4_2";"c_pe_4_3";"c_pe_4_mark_0";"c_pe_4_mark_1";"c_pe_4_mark_2";"c_pe_4_mark_3";"c_pe_5_0";"c_pe_5_1";"c_pe_5_2";"c_pe_5_3";"c_act_0";"c_act_1";"c_act_2";"c_act_3";"c_act_1a_0";"c_act_1a_1";"c_act_1a_2";"c_act_1a_3";"c_act_1a_mark_0";"c_act_1a_mark_1";"c_act_1a_mark_2";"c_act_1a_mark_3";"c_act_1b_0";"c_act_1b_1";"c_act_1b_2";"c_act_1b_3";"c_act_1b_mark_0";"c_act_1b_mark_1";"c_act_1b_mark_2";"c_act_1b_mark_3";"c_act_2a_0";"c_act_2a_1";"c_act_2a_2";"c_act_2a_3";"c_act_2a_mark_0";"c_act_2a_mark_1";"c_act_2a_mark_2";"c_act_2a_mark_3";"c_act_2b_0";"c_act_2b_1";"c_act_2b_2";"c_act_2b_3";"c_act_3a_0";"c_act_3a_1";"c_act_3a_2";"c_act_3a_3";"c_act_3a_mark_0";"c_act_3a_mark_1";"c_act_3a_mark_2";"c_act_3a_mark_3";"c_act_3b_0";"c_act_3b_1";"c_act_3b_2";"c_act_3b_3"
4008;4;1;;0;2;99;1;2;;;2;"Il  faudra  bien  que  vous  ôtiez  vos  oeillères  un  jour...";99;"Il";2;13;"vos";1;"[3, 10]";0;;;;;;1;;;;;13;;;;;"vos";;;;;1;;;;;3;;;;;"Il  faudra  bien  que  vous  ôtiez  vos  oeillères  un  jour...";;;;;0;;;;;;;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;2;;;;"Il  faudra  bien  que  vous  ôtiez  vos  oeillères  un  jour...";;;;99;;;;"Il";;;;2;;;;13;;;;"vos";;;;1;;;
4009;2;1;;4;0;4;0;0;;;;;;;;;;;5;0;;;;;;1;;;;;1;;;;;"100000  'réfugiés'-  1  000  000  'réfugiés'-  10  000  000  'réfugiés'-";;;;;2;;;;;7;;;;;"la  limite  avant  que  tout  n'explose";;;;;3;;;;;"en  France:-";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4010;2;1;;4;2;4;0;0;;;;;;;;;;;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4011;2;1;;4;2;4;1;0;;;;;;;;;;;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4012;2;1;;4;2;4;0;0;;;;;;;;;;;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4013;2;1;;4;2;4;0;0;;;;;;;;;;;0;0;;;;;;1;;;;;1;;;;;"migrants";;;;;2;;;;;7;;;;;"étaient  trop  nombreux  pour  être  pris  en  charge.(source";;;;;3;;;;;"la  préfecture";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4014;4;1;;2;0;11;0;0;;;;;;;;;;;"[1, 5]";0;;;;;;2;;;;;4;;;;;"France  info";;;;;2;;;;;2;;;;;"Belle  photo  en  détresse  et  en  mauvaise  santé!  Enfin  la  réalité  divulguée.  qui  nous  montre  des  familles";;;;;3;;;;;"nous";;;;;1;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4015;4;1;;4;2;11;0;1;2;"familles?Regardez  bien  la  photo:que  des  hommes  !";;;13;"familles?Regardez";1;4;"la  photo:que";1;10;0;;;;;;1;;;;;13;;;;;"familles?Regardez";;;;;1;;;;;2;;;;;"Des  familles?Regardez  bien  la  photo:que  des  hommes  !";;;;;4;;;;;"la  photo:que";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2;;;;"familles?Regardez  bien  la  photo:que  des  hommes  !";;;;;;;;;;;;13;;;;"familles?Regardez";;;;1;;;;4;;;;"la  photo:que";;;;1;;;
4016;4;1;;2;0;11;0;0;;;;;;;;;;;"[1, 5]";0;;;;;;2;;;;;4;;;;;"france  info:";;;;;2;;;;;2;;;;;"Belle  photo  détresse  et  en  mauvaise  santé!  on  voit  bien  des  familles  en";;;;;3;;;;;"on";;;;;1;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4017;4;1;;4;0;1;1;2;;;2;"d'autres  virus!!!  faut  pas  rajouter";217;"La  LREM,";2;3;"On";2;"[1, 5]";0;;;;;;2;1;0;;;1;215;;;;"d'autres  virus!!!";"La  LREM,";;;;2;2;;;;7;20;;;;;"d'autres  virus!!!";;;;3;3;;;;;"On";;;;0;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;2;;;;"d'autres  virus!!!  faut  pas  rajouter";;;;217;;;;"La  LREM,";;;;2;;;;3;;;;"On";;;;2;;;
4018;4;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4019;4;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4020;4;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4021;4;1;;4;2;8;1;2;;;2;"Allez  les  nous  les  imposés  aider  dans  leur  pays  origine  au  lieu  de";223;"Allez";2;1;"les";2;"[1, 5]";0;;;;;;2;2;;;;223;223;;;;;"Allez";;;;2;2;;;;1;5;;;;"les  nous  les  imposés  et  de  les  obligés  à  faire  des  aider  travaux  qu'il  ne  souhaite  pas  faire  dans  leur  pays  origine  au  lieu  de";"nous  avons  plus  les  moyens  de  les  prendres  en  charge  (logement,alimentaire  ect)";;;;3;1;;;;"nous";"les";;;;0;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;2;;;;"Allez  les  nous  les  imposés  aider  dans  leur  pays  origine  au  lieu  de";;;;223;;;;"Allez";;;;2;;;;1;;;;"les";;;;2;;;
4022;4;1;;0;1;8;1;0;;;;;;;;;;;7;0;;;;;;2;;;;;13;;;;;"vous";;;;;1;;;;;3;;;;;"bat  alors  place  vous  êtes  au  courant  que  l'armée  française  se";;;;;10;;;;;"l'armée  française";;;;;0;;;;;0;;;;;1;;;;10;;;;"l'armée  française";;;;2;;;;4;;;;"bat  alors  place  et  que  certains  au  sacrifiés  leur  vie  pour  leur  libertés  de  vivre  se";;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4023;4;1;;0;0;4;1;0;;;;;;;;;;;10;0;;;;;;1;;;;;12;;;;;"les  pro  migrant";;;;;2;;;;;2;;;;;"bel  avenir  que  les  pro  migrant  leur  avait  promis  !!!  quel";;;;;1;;;;;"Un  millier  de  sans-papiers";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4024;4;1;;0;1;8;0;0;;;;;;;;;;;10;0;;;;;;2;;;;;12;;;;;"ils";;;;;2;;;;;20;;;;;"prendront  le  pouvoir.";;;;;3;;;;;;;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4025;4;1;;0;2;99;0;0;;;;;;;;;;;10;0;;;;;;2;;;;;13;;;;;;;;;;1;;;;;30;;;;;"ça  c'est  de  l'obsession  maladive";;;;;0;;;;;;;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4026;4;1;;4;0;8;1;2;;;5;"elle  ouvre  bientôt  la  chasse  au  migrant??";13;;1;1;"au  migrant??";2;5;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;5;;;;"elle  ouvre  bientôt  la  chasse  au  migrant??";;;;13;;;;;;;;1;;;;1;;;;"au  migrant??";;;;2;;;
4027;4;1;;0;1;99;1;0;;;;;;;;;;;5;1;"Avec  ou  sans  permis..!!!!";1;;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4028;4;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4029;4;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4030;4;1;;0;1;4;1;0;;;;;;;;;;;10;0;;;;;;1;1;;;;224;224;;;;;"du  sud  le  Maghreb  l'  Afrique";;;;1;2;;;;30;30;;;;;"la  n'en  veut  plus  xénophobie  n’a  pas  de  couleur";;;;99;99;;;;;"n'en";;;;0;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4031;4;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4032;4;1;;0;1;11;0;1;99;;;;13;"Donner";1;13;"moi";1;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;99;;;;;;;;;;;;;;;;13;;;;"Donner";;;;1;;;;13;;;;"moi";;;;1;;;
4033;4;1;;0;2;4;1;0;;;;;;;;;;;5;0;;;;;;2;1;;;;13;1;;;;"2  problèmes";"migrant";;;;1;2;;;;30;4;;;;"2  les  autorités  kényanes  souhaitent  fermer  ce  camp  problèmes  :N1  N2  C’est  on  ses  pas  pour  quoi  faire  d'eux  un  motif  sécuritaire  que";"des  bagarre  comme  au  mans  entre  sdf  et  migrant  par  manque  d  'ARGENT";;;;0;3;;;;;"on";;;;0;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4034;4;1;;4;2;4;1;0;;;;;;;;;;;"[3, 5]";1;"12  DU  MOIS";13;"vous";1;0;1;1;1;;;212;13;3;;;"le  ps";"vous";"les  français";;;2;1;2;;;30;3;1;;;"dit  que  c'est  inhumain  donc  eux  aussi  sont  de  l’extrême  droite";"je  vous  le  rappelle  les  français";"ne  souhaite  plus  de  migrants  mais  continué  à  faire  'autruche";;;0;3;3;;;;;"les  français";;;0;0;0;;;0;0;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4035;4;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4036;4;1;;0;1;4;0;0;;;;;;;;;;;6;0;;;;;;1;;;;;225;;;;;"Mme  Merkel!......";;;;;1;;;;;7;;;;;"etudiants  recrutes  par  les";;;;;224;;;;;"en  Allemagne";;;;;99;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4037;4;1;;4;2;1;1;"[1, 2]";2;"je  vous  conseille  de  cesser  de  lire  les  faits  divers.";2;"Ce  qui  dignement.Il  faut  les  accueillir  dignement.Et  est  inhumain  c'est  de  ne  pas  les  accueillir";"[13, 224]";"dignement.Il  une  France  je";"[1, 2]";"[13, 1]";"vous  les";"[1, 2]";"[4, 10]";0;;;;;;1;1;1;;;224;13;3;;;"une  France";"vous";"arrêtons";;;2;1;2;;;1;2;3;;;"dignement.Il  il  n'y  a  plus  de  moyen  pour  nous  ne  pas  les  accueillir";"lire  les  faits  divers.  Vous  en  trouverez  toujours  un  qui  vous  scandalisera";"faire  croire  qu'un  n  avenir  sera  meilleur  alors  que  les  cités  se  plaignent  de  ne  pas  trouvés  de  travail  de";;;1;1;3;;;;"les";"les  cités";;;0;0;0;;;0;0;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;2;;;;"je  vous  conseille  de  cesser  de  lire  les  faits  divers.";;;;2;;;;"Ce  qui  dignement.Il  faut  les  accueillir  dignement.Et  est  inhumain  c'est  de  ne  pas  les  accueillir";;;;13;224;;;"je";"dignement.Il  une  France";;;1;2;;;13;1;;;"vous";"les";;;1;2;;
4038;4;1;;0;2;7;1;0;;;;;;;;;;;0;1;"Faux";13;"vous";1;0;1;;;;;13;;;;;"vous";;;;;1;;;;;2;;;;;"refusé  de  le  voir  !!!";;;;;0;;;;;;;;;;0;;;;;0;;;;;1;;;;2;;;;"maire  de  Nantes  la";;;;1;;;;1;;;;"elle  la  bien  dit";;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4039;4;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4040;4;1;;0;1;7;1;0;;;;;;;;;;;12;0;;;;;;1;2;;;;99;224;;;;"les  robots";"il";;;;2;2;;;;7;20;;;;"arrivent  en  plus  !!!";"n'y  a  pas  de  travail";;;;0;0;;;;;;;;;0;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4041;4;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4042;4;1;;0;1;7;0;0;;;;;;;;;;;99;0;;;;;;1;1;;;;224;223;;;;"la  France";"sécu  la";;;;2;2;;;;5;5;;;;;"est  en  faillite  va  très  mal  avec  déjà  10  millions  de  pauvres";;;;3;3;;;;;"10  millions  de  pauvres";;;;0;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4043;2;1;;4;2;7;1;0;;;;;;;;;;;1;0;;;;;;1;;;;;99;;;;;"les  richesses";;;;;2;;;;;2;;;;;"richesses  sont  mal  réparties.De";;;;;3;;;;;"10  million  de  pauvre  en  France,";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4044;2;1;;4;2;1;0;0;;;;;;;;;;;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4045;2;1;;4;1;4;0;0;;;;;;;;;;;0;0;;;;;;1;;;;;99;;;;;"l'occident";;;;;2;;;;;4;;;;;"guerres  armées  réchauffement  climatique";;;;;3;;;;;"vont  amplifier  le  problème";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4046;2;1;;4;0;4;0;1;3;"d'obliger  chaque  politicien  à  accueillir  un  demandeur  d’asile  pendant  10  ans";;;2;"chaque  politicien";2;2;"d'obliger  chaque  politicien  à  accueillir  un  demandeur  d’asile  à  son  domicile  et  subvenir  à  ses  besoins  pendant  10  ans  (à  ses  propres  frais).";2;1;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;3;;;;"d'obliger  chaque  politicien  à  accueillir  un  demandeur  d’asile  pendant  10  ans";;;;;;;;;;;;2;;;;"chaque  politicien";;;;2;;;;2;;;;"d'obliger  chaque  politicien  à  accueillir  un  demandeur  d’asile  à  son  domicile  et  subvenir  à  ses  besoins  pendant  10  ans  (à  ses  propres  frais).";;;;2;;;
4049;2;1;;99;1;99;1;0;;;;;;;;;;;0;0;;;;;;1;;;;;99;;;;;"un";;;;;1;;;;;4;;;;;"a  volé  un  seau";;;;;99;;;;;"sur  le  chantier";;;;;99;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4050;2;1;;4;1;99;0;0;;;;;;;;;;;0;0;;;;;;1;;;;;2;;;;;"les  politiques  français";;;;;2;;;;;2;;;;;"étaient  assurées  par  les  politiques  français  les  élections  dans  les  pays  d'afrique  francophe";;;;;111;;;;;"pays  d'afrique  francophe";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4051;2;1;;4;2;99;1;0;;;;;;;;;;;0;0;;;;;;1;;;;;111;;;;;"il";;;;;2;;;;;2;;;;;"dette  Africaine  on  demandé  l'indépendance  et  on  vient  annuler  la";;;;;3;;;;;"dette  Africaine  et  nous  personnes  annule  la  notre  on  vient  annuler  la";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4052;2;1;;0;2;99;0;0;;;;;;;;;;;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4053;2;1;;4;1;4;0;1;3;"le  renvoyer  confiner  l'heureux  bénéficiaire  et";;;99;;2;1;"l'heureux  bénéficiaire";2;0;0;;;;;;1;;;;;1;;;;;"l'heureux  bénéficiaire";;;;;2;;;;;99;;;;;"le  renvoyer  ensuite...  confiner  l'heureux  bénéficiaire  et";;;;;99;;;;;;;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;3;;;;"le  renvoyer  confiner  l'heureux  bénéficiaire  et";;;;;;;;;;;;99;;;;;;;;2;;;;1;;;;"l'heureux  bénéficiaire";;;;2;;;
4054;2;1;;4;0;1;0;1;2;"compréhensible.Que  ces  gens  là  arrêtent  de  prendre  la  mer,";;;99;;2;1;"ces  gens  là";2;5;0;;;;;;1;;;;;5;;;;;"Ces  organisations";;;;;2;;;;;2;;;;;"complices  indirects.Et  font  le  jeu  des  passeurs.";;;;;224;;;;;"situation  actuelle,  les  états";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2;;;;"compréhensible.Que  ces  gens  là  arrêtent  de  prendre  la  mer,";;;;;;;;;;;;99;;;;;;;;2;;;;1;;;;"ces  gens  là";;;;2;;;
4055;2;1;;4;2;8;0;0;;;;;;;;;;;0;0;;;;;;1;;;;;223;;;;;"États  démocratiques";;;;;2;;;;;1;;;;;"laissent  des  milliers  de  gens  se  noyer";;;;;1;;;;;"milliers  de  gens";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4056;2;1;;4;2;99;0;0;;;;;;;;;;;0;0;;;;;;1;;;;;1;;;;;"oui";;;;;2;;;;;99;;;;;;;;;;99;;;;;;;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4057;2;1;;4;2;3;0;0;;;;;;;;;;;0;0;;;;;;1;;;;;13;;;;;"le  ""tartarin""";;;;;1;;;;;3;;;;;"il  n'y  a  aucune  violation  de  Droit  Maritime  International.Je  (je  pourrais  éventuellement  vous  l'expliquer)";;;;;99;;;;;;;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4058;2;1;;4;2;4;0;0;;;;;;;;;;;0;0;;;;;;1;;;;;99;;;;;"Les  passeurs";;;;;2;;;;;2;;;;;"le  large.  leurs  parlent  de  l'Europe  des  libertés,  convaincre  sur  place  de  prendre";;;;;1;;;;;"vont-ils  les";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4060;2;1;;4;1;7;0;0;;;;;;;;;;;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4061;2;1;;4;2;4;0;0;;;;;;;;;;;0;0;;;;;;1;;;;;1;;;;;"l'inconscience";;;;;2;;;;;2;;;;;"sens.A  comme  d'habitude...One  Way,  mais  toujours  dans  le  même";;;;;3;;;;;"sens.A  le  même";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4062;2;1;;4;1;7;0;1;2;"en  priorité  luttons  contre  les  paradis  fiscaux";;;3;"nous";2;224;"les  paradis  fiscaux";2;7;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2;;;;"en  priorité  luttons  contre  les  paradis  fiscaux";;;;;;;;;;;;3;;;;"nous";;;;2;;;;224;;;;"les  paradis  fiscaux";;;;2;;;
4063;2;1;;4;2;7;1;0;;;;;;;;;;;0;0;;;;;;1;;;;;99;;;;;"+de  2000  milliard  de  dette";;;;;1;;;;;1;;;;;"on  en  est  loin";;;;;3;;;;;"on";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4064;2;1;;4;1;4;1;0;;;;;;;;;;;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
