id;content;user_id;date;article_id;direct_parent_id;internal_id;outlet;outlet2;type;type2;length;words;no_thread;no_replies
5054;Mann kann keine Flüchtlinge/Zivilisten mit Kriegsschiffen aufhalten. Es ist traurig zu sehen, das Griechenland CS-Gasbomben einsetzt gegen Flüchtlingsmassen wo Kinder zu sehen sind. ;user_177;2020-03-01 15:48:00;r16_article_7;r16_article_7;r16_comment_588;tagesschau;1;comment;2;182;23;56;
5055;"Endlich hat die Türkei ihre Grenzen zur EU geöffnet. Bravo! Das Land ist schließlich kein Gefängnis und jeder (vor allem Ausländer) hat das Recht das Land jederzeit zu verlassen. In dem Sinne hat die Türkei nur internationales Recht umgesetzt. Früher hat man die DDR kritisiert, dass sie niemanden ausreisen lässt. Re wie komisch von ihnen .Denke es schadet nicht mal ihre Gedanken im stillen auf Wahrheit und Fakten zu überprüfen . "" . In dem Sinne hat die Türkei nur internationales Recht umgesetzt. "" Erpressung ,Angriffskrieg und die Kosten für sein Sultanat möchte er der EU ersetzt haben .Das nenne ich kein internationales Recht umgesetzt. Alle Gelder, auch die von DE streichen wäre da besser und nicht jeder hat das Recht,auch nach nach internationalem Recht nicht, dorthin zu gehen ,wo es die besten Sozialleistung ohne Arbeit gibt . Schlage vor wenn sie es nicht glauben gehen sie mal nach China USA oder sonstwo und sagen ich bin hier und bleibe jetzt . Sind einfach Lustig . ";user_57;2020-03-01 15:49:00;r16_article_7;r16_article_7;r16_comment_589;tagesschau;1;comment;2;988;166;57;
5056;Eine gute Zusammenfassung, danke für ihren Beitrag. Die AKP verfolgt eine streng islamistische Expansionspolitik, die nicht im Interesse des türkischen Volkes sein kann, da es dem Land nachhaltig schadet. Mir stellt sich die Fragen, was die Putschisten gedacht haben, als sie diese aggressive türkische Regierung stürzen wollten? Ich befürchte, dass nicht der letzte türkische Soldat sein Leben wegen dieser Regierung verlieren wird. Jetzt heißt es aufwachen und aufhören vom osmanischem Großreich zu träumen. Ich bedaure den Tod jedes türkischen Soldaten, da diese sinnlos geopfert werden. ;user_153;2020-03-01 15:49:00;r16_article_7;r16_article_7;r16_comment_590;tagesschau;1;comment;2;591;85;58;
5057;Es ist aller höchste Zeit, dass die EU-Grenzen geschlossen werden. EU und Nato dürfen sich nicht weiter von dem Aggressor Türkei, welcher in Syrien völkerrechtswidrig aktiv ist, erpressen lassen. Erdogan schreckt auch nicht davor zurück, Flüchtlinge für seine perfides Machtspiel zu missbrauchen. Röttgens These zum Hilferuf der Türkei ist einfach nur absurd. ;user_178;2020-03-01 15:50:00;r16_article_7;r16_article_7;r16_comment_591;tagesschau;1;comment;2;360;52;59;
5058;"... den Zustrom gezielt zu organisieren."" Und damit hat Athen ja auch völlig recht. Wenn Flüchtlinge bzw. Migranten und Busfahrer berichten, dass kostenlose Buslinien an die Grenzen eingerichtet wurden, kann man sicherlich von 'gezielter Organisation des Zustroms' sprechen. ";user_128;2020-03-01 15:50:00;r16_article_7;r16_article_7;r16_comment_592;tagesschau;1;comment;2;275;38;60;
5059;Natürlich ist es, Flüchtlingspakt hin oder her, das gute Recht der Türkei, ihre Grenzen zu öffnen. Genau so ist es aber das gute Recht der EU-Staaten, ihre Außengrenzen zur Türkei zu schließen und sich nicht von Erdogans politischen Spielchen erpressen und destabilisieren zu lassen. Neben der Grenzschließung sollte die EU weitere flankierende politische und wirtschaftliche bzw. finanzielle Maßnahmen ergreifen, um ihren Standpunkt zu verdeutlichen. Und sie sollte deutlich mehr Geld für die Sicherung der Außengrenzen in die Hand nehmen. Die Leidtragenden sind die Flüchtlinge. Vergessen sollte man dabei aber nicht, dass Erdogan mit seiner aggressiven Politik und der Unterstützung islamistischer Terroristengruppen erheblich dazu beigetragen hat, dass es überhaupt so viele Flüchtlinge aus Syrien gibt. Das Leid der Flüchtlinge hat Erdogan also in großen Teilen mit verursacht, also muss er nun auch seiner Verantwortung gerecht werden und nicht alles auf die EU abwälzen. ;user_179;2020-03-01 15:50:00;r16_article_7;r16_article_7;r16_comment_593;tagesschau;1;comment;2;978;142;61;
5060;Aber vielleicht schickt Frau Merkel auch noch ein paar Richtung Türkei. Re MRD nicht Millionen bitte ;user_57;2020-03-01 15:50:00;r16_article_7;r16_article_7;r16_comment_594;tagesschau;1;comment;2;101;16;62;
5061;Wie soll man als mitteleuropäischer Normalo Erdogan und seine Türkei noch verstehen. Konfrontation mit Rußland mit Unterstützung der NATO ? Erpressung der Europäer? Wir sollten Erdogan als das behandeln was er ist: Ein Schmuddelkind der Weltgemeinschaft. Jegliche Unterstützung der Türkei muß sofort gestoppt werden. Appeasement bringt wohl nichts mehr. ;user_180;2020-03-01 15:51:00;r16_article_7;r16_article_7;r16_comment_595;tagesschau;1;comment;2;354;49;63;
5062;"""Angela Merkel hat schon viele Millionen Steuergeld Herrn Erdogan überwiesen,.."" Falsch! Die Türkei hat niemals Geld für Flüchtlinge bekommen. Alles ging an westliche Hilfsorganisaationen. ""Lieber das Geld direkt nach Syrien stecken, dass Aleppo wieder aufgebaut wird.."" Genau das ist auch immer die Meinung der Türkei gewesen. Lasst uns gemeinsam Syrien wiederaufbauen und die Flüchtlinge dorthin umsiedeln. Aber die EU hat geblockt und so getan, als sei dies ein Problem der Türkei. Das das völlig absurd ist, merkt man offenbar jetzt erst, nachdem die Türkei ihre Grenzen geöffnet hat. ";user_156;2020-03-01 15:52:00;r16_article_7;r16_article_7;r16_comment_596;tagesschau;1;comment;2;589;88;64;
5063;"Das ist kein Hilferuf sondern eine eiskalte Erpressung! Darau muss die EU reagieren. Normalerweise sollte die EU sämtliche Zahlungen an die Türkei einstellen, wowohl zum Flüchtlingsabkommen als auch die Beitrittshilfe zur EU und das sofort. Aber stattdessen kriechen die EU-Herrschaften vor Erdogan; Erdogan genießt doch Narrenfreihheit bei der EU. Im Grunde hat er Recht, alles auszureizen, was auszureizen geht. Die EU-Marionetten Erdogans machen da schon mit. Ich kann langsam Boris Johnson verstehen, warum er den Brexit anstrebte. ";user_181;2020-03-01 15:52:00;r16_article_7;r16_article_7;r16_comment_597;tagesschau;1;comment;2;536;77;65;
5064;Aber vielleicht schickt Frau Merkel auch noch ein paar Millionen Richtung Türkei. Millionen???? Kann es sein, dass Sie Milliarden meinten?! ;user_181;2020-03-01 15:53:00;r16_article_7;r16_article_7;r16_comment_598;tagesschau;1;comment;2;140;20;66;
5065;Totalitäre Regime wehren sich oftmals mit Krieg, um in der Wirtschaftsflaute einen Schuldigen zu finden. Noch ist Erdogan im klassischen Sinne wohl nicht totalitär, aber gewisse Ähnlichkeiten sind schon vorhanden. Die Lira hat binnen eines Monats wohl rund 4% an Wert verloren. Da hilft nur, den Geldhahn komplett abzudrehen. Die deutsche Regierung ist an den Verhältnissen nicht ganz unschuldig, unter anderem weil wir die Türkei zu einem der mächtigsten Waffenkäufer gemacht haben ;user_182;2020-03-01 15:53:00;r16_article_7;r16_article_7;r16_comment_599;tagesschau;1;comment;2;483;72;67;
5066;"""Griechenlands Verteidigungsminister Nikos Panagiotopoulos warf der Türkei vor, den Zustrom von Migranten an der gemeinsamen Grenze organisiert zu haben."" Gibt es dafür Beweise? Nein, natürlich nicht. Dass ausgerechnet die Griechen so etwas behaupten ist schon sehr lächerlich. Ich erinnere da nur an das Jahr 2015. Da haben die griechischen Behörden es geschafft innerhalb weniger Monate über 1 Mio Flüchtlinge durch das Land zu schleusen. Die Griechen haben mehrere Tausend Busse organisiert und damit die Flüchtlinge an die Makedonische Grenze gefahren - Tag u. Nacht! Eigentlich hätte man EU-Recht anwenden und die Flüchtlinge registrieren müssen. Nichts davon wurde angewendet. Man wollte die Menschen nur schnell raus haben. ";user_156;2020-03-01 15:54:00;r16_article_7;r16_article_7;r16_comment_600;tagesschau;1;comment;2;731;106;68;
5067;Nach dieser Vereinbarung dürften niemals Flüchtlinge nach Deutschland kommen. Das ist eine Vereinbarung von der EU, die die Türkei nicht ratifiziert hat. Diese Vereinbarung ist auf dem Mist der deutschen gewachsen, um Flüchtlinge aus Deutschland fernzuhalten. ;user_177;2020-03-01 15:54:00;r16_article_7;r16_article_7;r16_comment_601;tagesschau;1;comment;2;260;36;69;
5068;Soll die Türkei die Flüchtlinge einsperren ?? ;user_177;2020-03-01 15:55:00;r16_article_7;r16_article_7;r16_comment_602;tagesschau;1;comment;2;46;7;70;
5069;Am 01. März 2020 um 14:39 von Offenbacher Die EU sollte mit Sanktionen gegen die Türkei reagieren... Wir können uns nicht immer wieder von der Türkei erpressen lassen. Und in den türkischen Angriffskrieg gegen Syrien sollten wir uns auch nicht hineinziehen lassen. ### Absolut Zutreffend ! Erdogan führt in Syrien einen Angriffskrieg und hat mit Putin eine Vereinbahrung geschlossen um seine fragwürdigen Ziele dort millitärisch durchzusetzen. Ja, die EU sollte Reagieren und zwar sofort. Die Sanktionen die von der EU gegen Russland ausgesprochen wurden sollten nun auch unverzüglich gegen die Türkei in Gang gesetzt werden. Gründe dafür gibt es doch zu genüge. Erdogan hat einen Krieg angezettelt der aus den Rudern läuft. Und nun hat er wie seit Monaten angedroht die Grenzen nach Europa geöffnet. Wie lange wollen sich die Regierungen in Europa und der EU noch von diesen Mann an der Nase herumführen lassen ? ;user_183;2020-03-01 15:56:00;r16_article_7;r16_article_7;r16_comment_603;tagesschau;1;comment;2;914;146;71;
5070;wie wenig die EU versteht. Da bombt Russland die Syrier in Richtung Türkei. Den Türken wirds zuviel und schiebt sie in Richtung EU weiter. Die EU ist ein handlungsunfähiger Wirtschaftsförderverein ohne jegliches Rückgrat. Mit Putin und Erdogan muss man eine deutlichere Sprache sprechen ansonsten wird man nicht ernst genommen. Eine neue Flüchtlingswelle in Deutschland wird nur einer Partei nützen und das sollte strikt vermieden werden. Dann hätte Putin gewonnen und Deutschland wäre in den Händen von Rechtspolulisten. ;user_184;2020-03-01 15:56:00;r16_article_7;r16_article_7;r16_comment_604;tagesschau;1;comment;2;522;77;72;
5071;"Sollte auch nur einem der regierenden Politiker von CDU/CSU oder SPD einfallen, in das Horn des Herrn Röttgen zu blasen, so wird sich die AFD innerhalb von wenigen Tagen über eine weitere Beliebtheit bei Umfragen und zukünftigen Wahlen erfreuen. Kein normaler Mensch mit Verstand kann mehr nachvollziehen, wieso sich noch immer hierzulande Politiker der Türkei anbiedern und diese unterstützen bzw. Verständnis für das Handeln dieses möchtegern Sultans zeigen. Auch die gefühlsduselige Ode an die sogenannte Genfer Flüchtlingskonvention können die meisten Menschen nicht mehr hören, weil sie damit vor Augen haben, daß eventuell hunderttausende sogenannte ""Flüchtlinge"" über die Türkei nach Griechenland oder Bulgarien illegal in die EU eindringen und Deutschland wieder die Mehrzahl davon aufnimmt, weil wir immer mustergültiger sein wollen, als alle anderen Staaten. Liebe AFD´ler, wartet ab und freut euch auf die kommenden Wochen, denn sie werden euch die Wähler nur so in die Arme treiben ";user_185;2020-03-01 15:56:00;r16_article_7;r16_article_7;r16_comment_605;tagesschau;1;comment;2;994;147;73;
5072;Dies würde jedoch bedeuten, dass man in Berlin die Realitäten anerkennt und anfängt, mit Assad zu verhandeln. Mit Assad verhandeln? Meinten Sie vielleicht: Mit Putin verhandeln?! Lieber das Geld direkt nach Syrien stecken, dass Aleppo wieder aufgebaut wird und dafür jeden konsequent dahin zurückschicken, der jetzt versucht, illegal und gewaltsam die griechische Grenze zu überwinden. Das Geld soll derjenige in Syrien stecken, der das Land zerbombt hat. Da könnte Putin gleich seine Erlöse aus den Gasverkäufen verwenden. ;user_181;2020-03-01 15:57:00;r16_article_7;r16_article_7;r16_comment_606;tagesschau;1;comment;2;524;77;74;
5073;Wenn Sie die Erdogan Propaganda bemühen wird diese trotzdem nicht richtiger. Türkische Soldaten befinden sich auf syrischem Staatsgebiet um islamistische Terroristen zu unterstützen und Kurden zu bekämpfen und nicht um Zivilisten zu beschützen. Herr Röttgen in seiner US und Nato Hörigkeit gibt dummes Zeug von sich. ;user_13;2020-03-01 15:58:00;r16_article_7;r16_article_7;r16_comment_607;tagesschau;1;comment;2;317;46;75;
5074;In den Medien und Live streams ist zu sehen wie brutal die Griechische Polizei und Armee mit den Flüchtlingen umgeht. Frage was hat das mit Europäischen Werten zu tun? ;user_186;2020-03-01 15:58:00;r16_article_7;r16_article_7;r16_comment_608;tagesschau;1;comment;2;168;29;76;
5075;das ist eine glasklare dreiste Erpressung. Zur Hilfe gab es den Flüchtlingspakt mit zugesagten Geldern für die Türkei zur Flüchtlingsversorgung. Jetzt will Erdogan auf Biegen und Brechen für seine Aggression in Nordsyrien Unterstützung. Wer das ausblendet und schönredet ist ein Schwätzer ;user_24;2020-03-01 15:59:00;r16_article_7;r16_article_7;r16_comment_609;tagesschau;1;comment;2;289;41;77;
5076;"""Ich gewinne immer mehr den Eindruck, dass der AKP das Wasser bis zum Hals steht. Um dies zu vertuschen wird jetzt noch schnell ein Konflikt mit der EU gesucht, um dem türkischen Volk vorzugaukeln, dass die kommende Kriese von der EU hervorgerufen wird."" Da gewinnen Sie den völlig falschen Eindruck. Die Mehrheit der Bevölkerung war und ist gegen diesen Deal. Bei Umfragen wurde immer gesagt, dass dieser einseitige Deal nur die Interessen der EU bedient hat. Was auch der Wahrheit entspricht. Die Grenzöffnung wird jedenfalls von einer sehr großen Mehrheit begrüßt (eigentlich von allen). ";user_156;2020-03-01 16:00:00;r16_article_7;r16_article_7;r16_comment_610;tagesschau;1;comment;2;591;94;78;
5077;Wenigstens Einer, der in die Seele des türkischen Präsidenten blickt und die Hilflosigkeit darin zu erkennen vermag. Erstaunlich, angesichts des Vorwurfs Erdogans, die EU hinke hinter den zugesagten Zahlungen hinterher. Dass Röttgen das Verhalten Erdogans als Hilferuf richtig deutet, ist doch sehr zu bezweifeln. Natürlich sieht die Welt, dass Erdogan in Nordsyrien nicht den gewünschten militärischen Erfolg hat, das sehen die Türken ebenfalls - und flugs muss ein Ablenkungsmanöver her, damit niemand auf den Gedanken kommt, dass der Präsident schwächelt. ;user_176;2020-03-01 16:00:00;r16_article_7;r16_article_7;r16_comment_611;tagesschau;1;comment;2;561;80;79;
5078;Die Flüchtlinge sind die einzigsten die mir hier Leid tun. Es sollte mal eine wirkliche Umsiedlungspolitik betrieben werden, auch für andere Länder außerhalb der EU, wo man Menschen eine neue Heimat geben kann oder sie Zeitweise unterbringt bis sie in die Heimat zurück geschickt werden können Das wäre endlich mal eine Möglichkeit statt die Menschen vor dem Zaun stehen zu lassen. Und sie dann erpresserisch der EU vorzusetzen. ;user_187;2020-03-01 16:00:00;r16_article_7;r16_article_7;r16_comment_612;tagesschau;1;comment;2;429;68;80;
5079;Ich bin baff. Sie fordern, dass Flüchtlinge in der Türkei bleiben sollen? Es geschehen noch Zeichen und Wunder. Alhamdulillah! ;user_24;2020-03-01 16:00:00;r16_article_7;r16_article_7;r16_comment_613;tagesschau;1;comment;2;127;19;81;
5080;Kann die Kommentare hier nicht verstehen. Hallo die Türkei ist kein Gefängnis! Es reicht, die Türkei hat 46 Milliarden Dollar ausgegeben im Gegensatz zur EU die nicht mal im Stande ist 6 Milliarden zu überweisen. ;user_186;2020-03-01 16:01:00;r16_article_7;r16_article_7;r16_comment_614;tagesschau;1;comment;2;213;35;82;
5081;Realsatire? Es hat NICHT jeder das Recht, in die EU einzureisen. Informieren Sie sich mal über geltende Bestimmungen bevor Sie hier posten. ;user_24;2020-03-01 16:03:00;r16_article_7;r16_article_7;r16_comment_615;tagesschau;1;comment;2;140;22;83;
5082;waren die Regierungsparteien die längste Zeit Volksparteien. Jeder sieht was für ein menschenverachtendes Spiel Erdogan, auf dem Rücken der Flüchtlinge, spielt. Er sollte die EU Gelder weniger für Waffen und Kriege einsetzen und vielmehr das Geld für die Flüchtlinge einsetzen. pxslo schwärmt doch immer von der starken türkischen Wirtschaft, da dürfte das EU Geld für die Flüchtlinge doch locker reichen. Gegen EU, NATO und gegen einzelne Staaten der EU wettern und dann um Geld betteln, so funktioniert das nicht Herr Erdogan! Man beisst nicht in die Hand die einen füttert! ;user_153;2020-03-01 16:03:00;r16_article_7;r16_article_7;r16_comment_616;tagesschau;1;comment;2;577;90;84;
5083;"""Dann ist aber doch klar, dass die EU ab sofort kein Geld mehr nach Istanbul überweist, oder?"" Sie haben es doch tatsächlich geschafft in einem kurzem Satz 2 gravierende Fehler einzubauen. Soviel zu Ihren Türkei-""Kenntnissen"" 1. die Hauptstadt der Türkei ist nicht Istanbul, sondern Ankara. 2. Es wurden auch noch nie Gelder an die Türkei überwiesen. Wie kommen Sie nur darauf? Das Geld ging immer zu 100% an meist westliche Hilfsorganisationen. ";user_156;2020-03-01 16:03:00;r16_article_7;r16_article_7;r16_comment_617;tagesschau;1;comment;2;446;71;85;
5084;Ja der Zeitpunkt wäre gekommen, das sich unsere Kanzlerin Merkel mal äußern sollte. Es war ihr Deal und Abkommen. Und jetzt ist das passiert wovor viele gewarnt haben. Wir sind erpreßbar geworden. Und das Zielland der Leute ist auch klar. Man darf den Leuten nicht die Hoffnung machen das alle einfach kommen können. Ich denke in Anbetracht der dramatischen Lage, die durch uns ja auch verantwortet worden ist, muß die Bundesregierung Griechenland und andere Länder die betroffen sind spürbar entlasten. Hier geht es um viele Menschen die in der Hoffnung gekommen sind nach Deutschland zu dürfen. ;user_188;2020-03-01 16:04:00;r16_article_7;r16_article_7;r16_comment_618;tagesschau;1;comment;2;597;96;86;
5085;Röttgen, der sollte niemals Kanzler werden. In NRW versagt und abgestürzt ruft die EU zur Unterstützung des Diktators Erdogan auf. Er, der Andersdenkende in Gefängnisse steckt, Nordzypern besetzt hält, in Syrien Menschen tötet und Terroristen unterstützt, Libyen mit Waffen und Soldaten destabilisiert, der wird von Röttgen unterstützt. Seit Januar 2014 ist Röttgen Vorsitzender des Auswärtigen Ausschusses. Seit Jahren macht er Hetze gegen Russland und Putin. Er ist kein Versöhner, er ist ein Spalter. ;user_110;2020-03-01 16:05:00;r16_article_7;r16_article_7;r16_comment_619;tagesschau;1;comment;2;504;73;87;
5086;Um das ganze weiter zu Eskalieren, könnte ja auf türkischen Staatsgebiet seitens der EU (ggf. mit Unterstützung einer Koalition der Willigen) eine Schutzzone gefordert / eingerichtet werden, in der die EU entsprechende Infrastruktur aufbaut und dort selbstverständlich nur noch EU -Recht zulässt, quasi als Ausgleich für das von der Türkei in Syrien genommene Land, das ja offensichtlich keinen wirklichen Schutz bieten kann. ;user_189;2020-03-01 16:06:00;r16_article_7;r16_article_7;r16_comment_620;tagesschau;1;comment;2;428;62;88;
5087;Am 01. März 2020 um 14:40 von Defender411 Das einzige was gegen diesen Erpresser hilft sind harte Wirtschaftssanktionen ! Und ein fehlgeleiteter Staatschef macht alles kaputt, nein er ist auch verantwortlich dass türkische Soldaten in sinnlosen Konflikten sterben. ### Hoffendlich sehen das die Verantwortlichen in Europa und der EU auch so ! ;user_183;2020-03-01 16:07:00;r16_article_7;r16_article_7;r16_comment_621;tagesschau;1;comment;2;343;52;89;
5088;Was hat die EU mit den Migranten in der Türkei zu tun? Nichts! Was hat die EU den Migranten gegenüber für eine Verantwortung? Keine! Darauf sollten sich alle mal besinnen und entsprechend handeln. ;user_8;2020-03-01 16:07:00;r16_article_7;r16_article_7;r16_comment_622;tagesschau;1;comment;2;197;33;90;
5089;Die Cdu ist bei solchen Aussagen nicht mehr wählbar. Erdogan ist ein Kriegstreiber, Erpresser und hat große Mischuld an dem Elend der Menschen in Syrien. Desweiteren sind die Ereignisse an der GR- Grenze organisiert von der türkischen Regierung. Die Migranten kommen mit Bussen die kostenlos fahren und Taxen . Es sind auch größtenteils keine Syrer , sondern Afghanen,Pakistanis, Algerier , Marokaner .... Sie werfen mit Steinen und mit Tränengaspatronen die Sie von der türkischen Polizei bekommen. Das ist kein Hilferuf das ist der Versuch ein anderes Land und die Europäische Union zu destabilisieren. Auf Härte muss man mit Härte antworten. ;user_190;2020-03-01 16:07:00;r16_article_7;r16_article_7;r16_comment_623;tagesschau;1;comment;2;645;100;91;
5090;Danke Herr Röttgen, endlich ein Politiker der mal den Wahrheiten ins Auge sieht und sich auch Traut die Wahrheit zu sagen!!! Die Türkei steht ziemlich alleine im Kampf gegen einem syrischen Regime und Russland und bemühte sich lange um eine politische Lösung. Re ach ja Angriffskriege und zoff um Gasfelder von anderen Länder dazu Islamisierung und Verabschiedung von westlichen Werten .Wer hat die IS und und unterstützt um ... Bin froh ,dass das nicht wahr ist und Erdogan uns nicht erpresst . Noch eins nach Völkerrecht ist Russland das einzige Land das in Syrien das Recht hat dort zu sein ,weder USA noch Europa gescheige Türkei .Googeln hilft da . Herr Röttgen liegt da genauso falsch wie sie . ;user_57;2020-03-01 16:07:00;r16_article_7;r16_article_7;r16_comment_624;tagesschau;1;comment;2;701;119;92;
5091;Nach türkischer Logik müssten jetzt griechische Truppen in der Türkei einmarschieren und einen Schutzkorridor für Flüchtlinge und deren Lager in der Türkei errichten. Mit türkischen Argumenten läßt sich dies gut begründen. Wie die Türkei da wohl reagiert? Ein Flüchtlingsstrom wie in 2015 wir Europa populistisch nicht verkraften. Schon jetzt haben die Demagogen zu viel Einfluss. ;user_191;2020-03-01 16:10:00;r16_article_7;r16_article_7;r16_comment_625;tagesschau;1;comment;2;381;55;94;
5092;Am 01. März 2020 um 14:56 von Einfach Unglaublich Dann ist aber doch klar, dass die EU ab sofort kein Geld mehr nach Istanbul überweist, oder? ### Wohl kaum. Irgendein Kompromiss wird die EU wohl wieder aus den Ärmel schütteln. Erdogan droht die EU und die ersten Politiker kuschen... (Der Vorsitzende des Auswärtigen Ausschusses im Bundestag, Norbert Röttgen (CDU), warnte die Europäische Union davor, mit Härte auf die Vorstöße Erdogans zu reagieren.) Von daher, es werden wohlmöglich auch weiterhin Gelder fliessen. ;user_183;2020-03-01 16:19:00;r16_article_7;r16_article_7;r16_comment_626;tagesschau;1;comment;2;519;81;95;
5093;Danke Herr Röttgen, endlich ein Politiker der mal den Wahrheiten ins Auge sieht und sich auch Traut die Wahrheit zu sagen!!! Die Türkei steht ziemlich alleine im Kampf gegen einem syrischen Regime und Russland und bemühte sich lange um eine politische Lösung. Re ach ja Angriffskriege und zoff um Gasfelder von anderen Länder dazu Islamisierung und Verabschiedung von westlichen Werten .Wer hat die IS und und unterstützt um ... Bin froh ,dass das nicht wahr ist und Erdogan uns nicht erpresst . Noch eins nach Völkerrecht ist Russland das einzige Land das in Syrien das Recht hat dort zu sein ,weder USA noch Europa gescheige Türkei .Googeln hilft da . Herr Röttgen liegt da genauso falsch wie sie . ;user_57;2020-03-01 16:20:00;r16_article_7;r16_article_7;r16_comment_627;tagesschau;1;comment;2;701;119;96;
5094;Dann ist aber doch klar, dass die EU ab sofort kein Geld mehr nach Istanbul überweist, oder? Das ist keineswegs klar. Dort warten über 3 Millionen Flüchtlinge, von denen nur die wenigsten zurück in ihr Heimatland können oder wollen. Daher glaube ich nicht, dass die EU das Risiko eingeht, mit der Einstellung der Zahlungen an die Türkei die Öffnung der Lager Richtung Westen zu riskieren. ;user_176;2020-03-01 16:21:00;r16_article_7;r16_article_7;r16_comment_628;tagesschau;1;comment;2;390;65;97;
5095;"Erdogan erpresst - Erdogan will die Lasten nicht allein schultern und wohl auch nicht alle Islamisten aus Idlib für sich, er ist spendabel und gibt welche ab. Unsere Schuld, wenn wir an dieser Stelle erpressbar sind. Europa verhält sich so, das es leicht auszurechnen ist, das ist, neben den Restriktionen, die es für die Zurückweisung der Wandernden immer gibt, das zweite große Manko. Es zeigt sich, das die auf die Bedürfnisse und strategischen Vorstellungen des ""großen Bruders"" zugeschnittene Nato für die Gefolgschaft durchaus zweischneidig sein kann. ";user_32;2020-03-01 16:21:00;r16_article_7;r16_article_7;r16_comment_629;tagesschau;1;comment;2;558;86;98;
5096;Was hat die EU überhaupt damit zu tun? Richtig, was hat die Türkei damit zu tun, wenn fast alle Flüchtline in die EU kommen wollen?Grenzen sind jetzt offen. Wohin gehen sie? Soll die Türkei die Flüchtlinge mit Waffengewalt in der Türkei halten? Sie habe alle Reisefreiheit, oder? ;user_192;2020-03-01 16:21:00;r16_article_7;r16_article_7;r16_comment_630;tagesschau;1;comment;2;280;47;99;
5097;Niemand hat Erdogan gezwungen sich am Krieg in Syrien zu beteiligen! Dies geschieht nur um einen unabhängigen Kurdendstaat zu verhindern und nicht um Terroristen zu bekämpfen. Man hätte mit dem türkischen Despoten niemals Geschäfte machen dürfen denn dieser hat von Anfang an die Menschen als Mittel zur Erpressung missbraucht! Ausbaden dürfen das jetzt die Menschen die mit völlig falschen Hoffnungen an den Grenzen ausharren, und letzten Endes wir, denn dreimal darf man raten wer sich wohl am Ende des Elends erbarmen wird. ;user_193;2020-03-01 16:23:00;r16_article_7;r16_article_7;r16_comment_631;tagesschau;1;comment;2;531;82;100;
5098;Sie soll auch aus der NATO rausgeschmossen werden. Ohhh bitte nicht, die Russen sind noch sehr aktiv in der letzten Zeit, vielleicht brauchen wir ssie doch. ;user_192;2020-03-01 16:23:00;r16_article_7;r16_article_7;r16_comment_632;tagesschau;1;comment;2;157;26;101;
5099;"Wieder einmal werden verzweifelte, aus ihrer Heimat vor Krieg, Zerstörung und Tod geflohene Menschen zum politischen Lösegeld und zur politischen Geiselhaft instrumentalisiert; das ist auch eine Schande für die EU: ohne größere Schwierigkeiten könnten die 26 Mitgliedstaaten auch zehntausende syrischer Flüchtlinge aufnehmen. Viele Kommunen haben konkrete Bereitschaft mit konkreten Zahlen signalisiert und setzen damit die Regierungen mit Recht unter Druck. ";user_41;2020-03-01 16:24:00;r16_article_7;r16_article_7;r16_comment_633;tagesschau;1;comment;2;459;60;102;
5100;"""Die Türkei steht ziemlich alleine im Kampf gegen einem syrischen Regime und Russland und bemühte sich lange um eine politische Lösung."" ... mmh! ... Das kann man natürlich so sehen, daß sich die Türkei um eine ""politische"" Lösung in Syrien bemüht! Fakt ist aber eher, daß die Türkei genauso wie Russland vor allem Ihre eigenen Interessen in Syrien bedient und damit schon lange - nicht erst seit vergangenem Jahr - Kriegspartei ist. Auch die Türkei trägt damit Verantwortung dafür, das es überhaupt Flüchlinge gibt. Erpressung hin oder her! Fakt ist, daß vor allem gerade die Flüchtlinge wieder den Spielball geben. Es ist Ihr Leben und Ihre Zukunft mit der dort gespielt wird! ... Dies und nur dies sollte unser weiteres Handeln bestimmen. ";user_194;2020-03-01 16:24:00;r16_article_7;r16_article_7;r16_comment_634;tagesschau;1;comment;2;742;122;103;
5101;heute an den Grenzen...... Wenn ich mir die Zustände sowohl an den Grenzen als auch auf den griechischen Inseln auf den Bildern von gestern und heute ansehe, dann kommen mir wirklich die Tränen über diese unbeholfene und schon grob fahrlässige Vorgehensweise der EU. Die Menschen sowohl die, die flüchten als auch die, die völlig überlastet in den Grenzregionen leben werden mal wieder alleine gelassen. Bilder nicht nur wie vor 5 Jahren sondern wie im Mittelalter. Gibt es wirklich überhaupt kein Krisenmanagement in der EU? Und keine menschenwürdige Unterbringung in Flüchtlingsunterkünften? Wird es auch dieses Mal in einem Chaos für alle enden? ;user_195;2020-03-01 16:25:00;r16_article_7;r16_article_7;r16_comment_635;tagesschau;1;comment;2;649;101;104;
5102;nie gedacht,dass ich ihnen mal zustimmen kann. ;user_57;2020-03-01 16:25:00;r16_article_7;r16_article_7;r16_comment_636;tagesschau;1;comment;2;47;7;105;
5103;... Erdogan in Syrien ist widerlich, hat er wirklich gedacht, er könne seine egoistischen Interessen gegen Assad und Putin durchsetzen? Von allen Seiten ein grausamer Krieg gegen die Menschen. Es ging Erdogan bei weitem nicht um die vermeintliche Schutzzone an Türkei Grenze. Und ja, Herr Röttgen hat sich als Anwärter auf den CDU-Vorsitz disqualifiziert, er fällt auf das Jammern von Erdogan rein. ;user_196;2020-03-01 16:25:00;r16_article_7;r16_article_7;r16_comment_637;tagesschau;1;comment;2;399;62;106;
